essay_id,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,predicted_score,vocab_level
24632,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,22.6

24633,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.6

24634,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,30.8

24635,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.0

24636,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,33.4

24637,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,21.3

24638,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.8

24639,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,9.3

24640,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,12.7

24641,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.0

24642,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,2.4

24643,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,51.6

24644,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,29.3

24645,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,8.2

24646,1,1,2,2,3,2,3,2,0.0,1.0,0.0,0,18.5

24647,1,1,2,2,2,3,2,2,0.0,0.0,1.0,0,49.8

24648,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.6

24649,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,18.6

24650,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,25.1

24651,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,55.1

24652,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,29.9

24653,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.6

24654,2,1,2,2,3,3,2,2,0.0,0.0,1.0,1,82.6

24655,1,1,3,2,3,2,2,2,0.0,1.0,0.0,0,10.1

23475,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,71.8

24656,1,1,2,2,3,2,3,2,0.0,0.0,1.0,0,21.6

24657,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,5.3

24658,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,20.3

24659,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,31.1

24660,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,42.6

24661,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,24.9

24662,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,9.7

24663,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,54.6

24664,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,6.4

24665,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,41.0

24666,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,155.9

24667,1,1,2,2,2,3,2,2,0.0,0.0,1.0,0,15.7

24668,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.3

24669,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,28.8

24670,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,32.0

16954,1,1,2,2,3,3,2,2,0.0,1.0,0.0,0,10.4

16955,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.8

16956,2,1,2,2,3,3,2,2,0.0,0.0,1.0,1,39.7

16957,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,40.5

16958,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,36.0

16959,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,14.9

16960,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,42.8

16961,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.5

16962,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,29.7

16963,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,13.6

16964,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,13.1

16965,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,42.3

16966,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,6.9

16967,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.0

16968,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.8

16969,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.0

16970,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,5.4

16971,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.8

16972,0,1,2,3,2,2,2,2,0.0,0.0,1.0,0,24.0

16973,1,1,3,2,3,2,3,1,0.0,0.0,1.0,0,18.4

16974,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,26.1

16975,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,39.1

16976,0,1,3,2,3,2,2,1,0.0,0.0,1.0,0,45.1

16977,2,1,2,2,3,3,3,2,0.0,0.0,1.0,1,33.6

16978,1,1,2,3,3,2,2,2,0.0,0.0,1.0,0,24.5

16979,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,18.5

16980,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.8

16981,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,36.0

16982,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,16.6

16983,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,16.0

16984,2,1,2,2,3,3,2,2,0.0,0.0,1.0,1,42.1

16985,2,1,2,2,3,3,2,2,0.0,0.0,1.0,1,42.5

16986,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.7

16987,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.6

16988,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.7

16989,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.8

16990,1,1,2,2,3,2,2,1,0.0,1.0,0.0,0,9.6

16991,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,3.6

16992,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,15.6

16993,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,15.0

16994,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,33.0

16995,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,30.3

16996,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.1

16997,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.4

16998,2,1,2,2,3,2,2,2,1.0,0.0,0.0,1,2.0

16999,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.3

17000,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,3.3

17001,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,10.4

17002,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.0

17003,0,1,3,2,3,2,2,1,0.0,0.0,1.0,0,29.3

17004,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,12.4

17005,0,1,3,2,3,2,2,2,0.0,1.0,0.0,0,8.6

17006,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,14.6

17007,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,11.9

17008,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,0.6

17009,0,1,2,3,3,2,2,2,0.0,0.0,1.0,0,32.6

17010,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,32.9

17011,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.3

17012,0,1,2,2,3,2,2,1,0.0,0.0,1.0,0,30.6

17013,0,1,3,2,3,2,2,2,1.0,0.0,0.0,0,5.7

17014,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,21.8

17015,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.8

17016,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,57.2

17017,0,1,2,3,3,2,2,1,0.0,0.0,1.0,0,23.5

17018,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,21.9

17019,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,5.4

17020,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,32.5

17021,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.2

17022,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,9.3

17023,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.9

17024,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,-2.1

17025,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.1

17026,2,1,2,2,3,2,2,2,0.0,1.0,0.0,0,15.0

17027,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.2

17028,2,1,2,3,3,2,2,2,0.0,0.0,1.0,1,20.8

17029,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,46.1

17030,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.5

17031,0,1,3,2,3,3,2,2,0.0,0.0,1.0,0,16.5

17032,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,9.7

17033,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,22.1

17034,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,5.0

17035,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,12.9

17036,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.7

17037,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.6

17038,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,15.9

17039,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,17.7

17040,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.4

17041,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.1

17042,1,1,2,2,3,2,3,2,0.0,0.0,1.0,0,36.5

17043,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,14.2

17044,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,19.6

17045,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,11.1

17046,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.4

17047,0,1,3,2,2,2,2,2,0.0,0.0,1.0,0,22.4

17048,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,58.7

17049,0,1,2,3,3,3,2,2,0.0,0.0,1.0,0,10.8

17050,1,1,2,2,3,2,2,1,0.0,0.0,1.0,0,27.6

17051,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,39.5

17052,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,11.2

17053,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,30.1

17054,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,1.9

17055,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,10.5

17056,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,4.5

17057,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.4

17058,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,3.4

17059,2,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.1

17060,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,4.3

17061,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.5

17062,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,6.9

17063,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.1

17064,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.3

17065,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,18.8

17066,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.8

17067,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,9.9

17068,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,22.7

17069,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.0

17070,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,28.0

17071,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.1

17072,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.9

17073,2,1,2,3,3,2,2,1,0.0,1.0,0.0,1,16.5

17074,0,1,2,2,3,2,2,1,0.0,1.0,0.0,0,6.4

17075,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.8

17076,0,1,2,2,3,2,2,1,0.0,0.0,1.0,0,34.1

17077,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.8

17078,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.7

17079,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,16.4

17080,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.1

17081,0,1,2,2,2,2,2,2,0.0,1.0,0.0,0,9.5

17082,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.6

17083,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.3

17084,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,7.3

17085,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.6

17086,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,10.7

17087,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,17.5

17088,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.2

17089,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.9

17090,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.2

17091,2,1,2,3,3,2,2,2,0.0,0.0,1.0,1,39.8

17092,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.5

17093,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,26.1

17094,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,13.1

17095,1,1,3,2,3,2,2,2,0.0,0.0,1.0,0,22.3

17096,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,7.6

17097,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,22.2

17098,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,19.7

17099,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,9.1

17100,0,1,2,3,2,2,2,1,0.0,1.0,0.0,0,14.9

17101,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,10.1

17102,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,55.8

17103,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,10.0

17104,0,1,2,2,3,2,3,2,0.0,0.0,1.0,0,19.7

17105,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,34.1

17106,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,12.2

17107,0,1,2,2,2,2,2,2,0.0,0.0,1.0,0,40.2

17108,1,1,2,2,3,2,2,2,1.0,0.0,0.0,0,1.4

17109,0,1,2,2,3,2,2,1,0.0,0.0,1.0,0,43.9

17110,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.0

17111,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.1

17112,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,16.0

17113,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,11.8

17114,0,1,2,3,3,2,2,1,0.0,1.0,0.0,0,9.7

17115,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.9

17116,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,28.2

17117,2,1,2,3,3,2,2,2,0.0,1.0,0.0,1,11.4

17118,1,1,2,2,3,2,2,1,0.0,1.0,0.0,0,14.2

17119,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,34.1

17120,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,41.1

17121,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,22.1

17122,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,36.0

17123,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,25.3

17124,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,49.4

17125,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,13.5

17126,1,1,3,2,3,2,3,2,0.0,0.0,1.0,0,33.3

17127,0,1,2,2,2,2,2,2,0.0,1.0,0.0,0,8.8

17128,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.4

17129,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.6

17130,1,1,2,2,3,2,3,2,0.0,1.0,0.0,0,8.3

17131,1,1,2,2,3,2,3,2,0.0,1.0,0.0,0,4.5

17132,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,17.7

17133,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,21.8

17134,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.4

17135,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,11.6

17136,2,1,2,2,3,2,3,2,0.0,1.0,0.0,1,5.7

17137,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.9

17138,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,18.2

17139,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.7

17140,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.9

17141,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,11.6

17142,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,15.0

17143,0,1,3,2,3,2,2,2,0.0,1.0,0.0,0,11.3

17144,0,1,3,2,3,2,2,2,0.0,0.0,1.0,0,31.9

17145,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,8.3

17146,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,14.6

17147,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,33.2

17148,2,1,2,2,3,2,3,2,0.0,0.0,1.0,1,20.9

17149,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,22.2

17150,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.7

17151,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,5.4

17152,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,54.4

17153,1,1,2,3,3,2,2,2,0.0,1.0,0.0,0,13.2

17154,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,5.9

17155,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,20.4

17156,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.9

17157,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.8

17158,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,5.7

17159,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,10.6

17160,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,36.9

17161,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,2.8

17162,2,1,2,2,3,3,2,2,0.0,1.0,0.0,1,13.2

17163,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,24.7

17164,0,1,2,2,2,2,2,2,0.0,0.0,1.0,0,21.7

17165,0,1,3,2,3,2,2,2,0.0,0.0,1.0,0,22.7

17166,2,1,2,2,3,2,2,2,0.0,1.0,0.0,1,15.6

17167,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,23.8

17168,0,1,2,3,3,2,2,2,0.0,1.0,0.0,0,8.1

17169,0,1,2,3,3,2,2,2,0.0,0.0,1.0,0,21.5

17170,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,20.4

17171,1,1,2,2,2,2,2,1,0.0,0.0,1.0,0,10.6

17172,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,28.7

17173,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,30.5

17174,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,-1.8

17175,0,1,2,2,3,2,2,1,0.0,0.0,1.0,0,19.1

17176,1,1,2,2,3,2,3,2,0.0,0.0,1.0,0,32.1

17177,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,51.4

17178,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,8.3

17179,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,23.6

17180,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,14.9

17181,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.8

17182,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,25.0

17183,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.0

17184,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,31.1

17185,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.8

17186,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,21.1

17187,2,1,2,2,3,3,2,2,0.0,0.0,1.0,1,18.0

17188,0,1,2,2,3,3,2,2,0.0,1.0,0.0,0,13.1

17189,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,21.5

17190,2,1,2,2,3,2,2,1,0.0,0.0,1.0,1,35.4

17191,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,24.5

17192,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,5.6

17193,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.9

17194,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,20.2

17195,2,1,2,2,3,2,2,2,0.0,0.0,1.0,1,28.5

17196,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,14.3

17197,0,1,2,2,3,3,2,2,0.0,0.0,1.0,0,30.8

17198,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.3

17199,0,1,2,2,3,2,3,2,0.0,1.0,0.0,0,14.1

17200,2,1,3,2,3,2,2,2,0.0,0.0,1.0,1,44.9

17201,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,8.0

17202,1,1,2,3,3,2,2,2,0.0,0.0,1.0,0,17.1

17203,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.1

17204,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,32.0

17205,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,11.2

17206,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,4.8

17207,0,1,2,2,3,2,2,2,1.0,0.0,0.0,0,7.8

17208,1,1,2,2,3,2,2,2,0.0,1.0,0.0,0,6.3

17209,2,1,2,3,3,2,2,1,0.0,0.0,1.0,1,33.7

17210,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.4

17211,2,1,2,3,3,2,2,2,0.0,0.5,0.5,1,8.8

17212,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,19.7

17213,1,1,2,2,3,3,2,2,0.0,0.0,1.0,0,14.4

17214,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,16.1

17215,0,1,2,2,3,2,2,2,0.0,1.0,0.0,0,9.7

17216,0,1,2,2,3,2,2,2,0.0,0.0,1.0,0,36.4

17217,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,18.2

17218,1,1,2,2,3,2,2,2,0.0,0.0,1.0,0,17.0

