essay_id,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long
19,0,1,0.044444444444444446,0.3333333333333333,0.0,0.15555555555555556,0.4444444444444444,1,0.0,0.0,1.0,21.8
20,3,1,0.08433734939759036,0.1927710843373494,0.0,0.18072289156626506,0.5060240963855421,3,0.0,0.0,1.0,40.5
21,0,1,0.06521739130434782,0.13043478260869565,0.0,0.2391304347826087,0.5434782608695652,1,0.0,0.0,1.0,21.4
22,2,1,0.06818181818181818,0.20454545454545456,0.0,0.18181818181818182,0.5,2,0.0,0.0,1.0,20.6
23,0,1,0.10714285714285714,0.14285714285714285,0.0,0.2857142857142857,0.4642857142857143,0,0.0,1.0,0.0,12.9
24,3,1,0.11320754716981132,0.16981132075471697,0.0,0.20754716981132076,0.5094339622641509,0,0.0,0.0,1.0,25.2
25,1,1,0.07142857142857142,0.2857142857142857,0.0,0.21428571428571427,0.42857142857142855,0,0.0,1.0,0.0,8.8
26,2,1,0.08695652173913043,0.17391304347826086,0.0,0.2608695652173913,0.463768115942029,1,0.0,0.0,1.0,34.4
27,2,1,0.08,0.2,0.0,0.2,0.52,0,0.0,1.0,0.0,11.2
28,0,1,0.07142857142857142,0.32857142857142857,0.0,0.15714285714285714,0.2714285714285714,12,0.0,0.0,1.0,33.6
29,3,1,0.04,0.24,0.0,0.2,0.52,0,0.0,1.0,0.0,11.4
30,2,1,0.13636363636363635,0.20454545454545456,0.0,0.1590909090909091,0.45454545454545453,2,0.0,0.0,1.0,18.6
31,2,1,0.12307692307692308,0.2153846153846154,0.0,0.18461538461538463,0.46153846153846156,1,0.0,0.0,1.0,32.5
32,0,1,0.0,0.21428571428571427,0.0,0.21428571428571427,0.5714285714285714,0,0.0,1.0,0.0,4.4
33,3,1,0.038461538461538464,0.23076923076923078,0.0,0.19230769230769232,0.5384615384615384,0,0.0,1.0,0.0,13.0
34,3,1,0.07692307692307693,0.23076923076923078,0.0,0.28205128205128205,0.41025641025641024,0,0.0,0.0,1.0,16.2
35,1,1,0.08571428571428572,0.11428571428571428,0.0,0.3142857142857143,0.4857142857142857,0,0.0,1.0,0.0,6.7
36,2,1,0.08,0.2,0.0,0.26,0.46,0,0.0,0.0,1.0,8.8
37,2,1,0.07272727272727272,0.2,0.0,0.23636363636363636,0.4909090909090909,0,0.0,0.0,1.0,25.3
38,0,1,0.02702702702702703,0.24324324324324326,0.0,0.24324324324324326,0.4864864864864865,0,0.0,0.0,1.0,16.3
39,1,1,0.2564102564102564,0.1794871794871795,0.0,0.15384615384615385,0.41025641025641024,0,0.0,0.0,1.0,16.9
40,2,1,0.10344827586206896,0.22413793103448276,0.0,0.2413793103448276,0.41379310344827586,1,0.0,0.0,1.0,27.1
41,1,1,0.05714285714285714,0.17142857142857143,0.0,0.34285714285714286,0.42857142857142855,0,0.0,1.0,0.0,18.0
42,3,1,0.09615384615384616,0.17307692307692307,0.0,0.21153846153846154,0.5192307692307693,0,0.0,0.0,1.0,23.6
43,3,1,0.08163265306122448,0.2653061224489796,0.02040816326530612,0.22448979591836735,0.42857142857142855,0,0.0,0.0,1.0,22.9
44,3,1,0.12903225806451613,0.2903225806451613,0.0,0.1935483870967742,0.3548387096774194,1,0.0,1.0,0.0,15.2
45,2,1,0.05555555555555555,0.2777777777777778,0.0,0.19444444444444445,0.4444444444444444,1,0.0,0.0,1.0,16.1
46,0,1,0.14285714285714285,0.2571428571428571,0.0,0.2,0.37142857142857144,1,0.0,0.0,1.0,10.2
47,2,1,0.06779661016949153,0.23728813559322035,0.0,0.288135593220339,0.3728813559322034,2,0.0,0.0,1.0,29.1
48,0,1,0.12195121951219512,0.24390243902439024,0.0,0.14634146341463414,0.4634146341463415,1,0.0,0.0,1.0,21.0
49,0,1,0.045454545454545456,0.18181818181818182,0.0,0.18181818181818182,0.5909090909090909,0,0.0,1.0,0.0,7.3
50,3,1,0.14705882352941177,0.17647058823529413,0.0,0.14705882352941177,0.5,1,0.0,1.0,0.0,9.3
51,1,1,0.10810810810810811,0.21621621621621623,0.0,0.24324324324324326,0.43243243243243246,0,0.0,0.0,1.0,18.8
52,0,1,0.06976744186046512,0.3023255813953488,0.0,0.18604651162790697,0.4186046511627907,1,0.0,0.0,1.0,20.0
53,2,1,0.13953488372093023,0.18604651162790697,0.0,0.23255813953488372,0.4186046511627907,1,0.0,0.0,1.0,21.1
54,2,1,0.075,0.15,0.0,0.225,0.525,1,0.0,0.0,1.0,16.3
55,2,1,0.07042253521126761,0.22535211267605634,0.0,0.19718309859154928,0.4647887323943662,3,0.0,0.0,1.0,32.0
56,1,1,0.06976744186046512,0.2558139534883721,0.0,0.18604651162790697,0.4418604651162791,2,0.0,0.0,1.0,21.0
57,0,1,0.13157894736842105,0.21052631578947367,0.0,0.18421052631578946,0.42105263157894735,2,0.0,0.0,1.0,17.5
58,2,1,0.14473684210526316,0.2236842105263158,0.0,0.18421052631578946,0.4473684210526316,0,0.0,0.0,1.0,36.7
59,3,1,0.0625,0.203125,0.0,0.25,0.46875,1,0.0,0.0,1.0,30.4
60,3,1,0.08064516129032258,0.24193548387096775,0.0,0.24193548387096775,0.4032258064516129,2,0.0,0.0,1.0,32.8
61,1,1,0.07894736842105263,0.18421052631578946,0.0,0.21052631578947367,0.5263157894736842,0,0.0,0.0,1.0,17.9
62,3,1,0.13725490196078433,0.17647058823529413,0.0,0.19607843137254902,0.49019607843137253,0,0.0,0.0,1.0,24.0
63,1,1,0.029411764705882353,0.23529411764705882,0.0,0.2647058823529412,0.4411764705882353,1,0.0,1.0,0.0,14.7
64,0,1,0.1,0.2,0.0,0.275,0.425,0,0.0,0.0,1.0,17.6
65,0,1,0.13953488372093023,0.20930232558139536,0.0,0.20930232558139536,0.4418604651162791,0,0.0,0.0,1.0,21.0
66,0,1,0.045454545454545456,0.18181818181818182,0.0,0.20454545454545456,0.5681818181818182,0,0.0,0.0,1.0,22.0
67,1,1,0.14,0.28,0.0,0.2,0.38,0,0.0,0.0,1.0,24.2
68,2,1,0.058823529411764705,0.37254901960784315,0.0,0.13725490196078433,0.43137254901960786,0,0.0,0.0,1.0,24.6
69,3,1,0.0,0.4074074074074074,0.0,0.14814814814814814,0.2962962962962963,4,0.0,1.0,0.0,5.2
70,1,1,0.07936507936507936,0.25396825396825395,0.0,0.2222222222222222,0.4444444444444444,0,0.0,0.0,1.0,30.8
71,1,1,0.05555555555555555,0.2222222222222222,0.0,0.19444444444444445,0.5,1,0.0,0.0,1.0,16.6
72,2,1,0.03571428571428571,0.14285714285714285,0.0,0.26785714285714285,0.5535714285714286,0,0.0,0.0,1.0,26.4
73,0,1,0.02564102564102564,0.28205128205128205,0.0,0.1794871794871795,0.5128205128205128,0,0.0,0.0,1.0,19.1
74,1,1,0.030303030303030304,0.2727272727272727,0.0,0.21212121212121213,0.3939393939393939,3,0.0,1.0,0.0,13.9
75,1,1,0.11363636363636363,0.22727272727272727,0.0,0.18181818181818182,0.4772727272727273,0,0.0,0.0,1.0,22.2
76,3,1,0.0958904109589041,0.1780821917808219,0.0,0.2054794520547945,0.4931506849315068,2,0.0,0.0,1.0,34.5
77,3,1,0.05263157894736842,0.18421052631578946,0.0,0.2631578947368421,0.5,0,0.0,0.0,1.0,19.4
78,0,1,0.06779661016949153,0.2542372881355932,0.0,0.2033898305084746,0.4576271186440678,1,0.0,0.0,1.0,29.6
79,1,1,0.11538461538461539,0.15384615384615385,0.0,0.28846153846153844,0.4423076923076923,0,0.0,0.0,1.0,24.6
80,1,1,0.05454545454545454,0.2727272727272727,0.0,0.2,0.45454545454545453,1,0.0,0.0,1.0,25.9
81,3,1,0.11764705882352941,0.23529411764705882,0.0,0.19607843137254902,0.45098039215686275,0,0.0,0.0,1.0,24.6
82,2,1,0.12941176470588237,0.21176470588235294,0.0,0.18823529411764706,0.43529411764705883,3,0.0,0.0,1.0,41.8
83,2,1,0.0273972602739726,0.2191780821917808,0.0,0.2054794520547945,0.547945205479452,0,0.0,0.0,1.0,34.9
84,0,1,0.20689655172413793,0.20689655172413793,0.0,0.13793103448275862,0.4482758620689655,0,0.0,1.0,0.0,10.8
85,1,1,0.16129032258064516,0.1935483870967742,0.0,0.22580645161290322,0.41935483870967744,0,0.0,1.0,0.0,16.1
86,3,1,0.14492753623188406,0.13043478260869565,0.0,0.2318840579710145,0.4782608695652174,1,0.0,0.0,1.0,34.5
87,0,1,0.07142857142857142,0.25,0.0,0.25,0.39285714285714285,1,0.0,1.0,0.0,14.4
88,1,1,0.125,0.25,0.0,0.16666666666666666,0.4375,1,0.0,0.0,1.0,25.1
89,0,1,0.07894736842105263,0.2894736842105263,0.0,0.23684210526315788,0.3157894736842105,3,0.0,0.0,1.0,6.5
90,2,1,0.125,0.18181818181818182,0.0,0.22727272727272727,0.4659090909090909,0,0.0,0.0,1.0,42.6
91,3,1,0.1827956989247312,0.20430107526881722,0.0,0.20430107526881722,0.40860215053763443,0,0.0,0.0,1.0,44.4
92,0,1,0.024390243902439025,0.34146341463414637,0.0,0.17073170731707318,0.4634146341463415,0,0.0,0.0,1.0,19.4
93,3,1,0.06666666666666667,0.2,0.0,0.2,0.5333333333333333,0,0.0,0.0,1.0,36.6
94,1,1,0.02040816326530612,0.1836734693877551,0.0,0.20408163265306123,0.5714285714285714,1,0.0,0.0,1.0,21.9
95,3,1,0.04225352112676056,0.2535211267605634,0.0,0.2535211267605634,0.4507042253521127,0,0.0,0.0,1.0,36.5
96,0,1,0.1702127659574468,0.19148936170212766,0.0,0.1702127659574468,0.46808510638297873,0,0.0,0.0,1.0,23.5
97,3,1,0.07777777777777778,0.2222222222222222,0.0,0.2,0.4777777777777778,2,0.0,0.0,1.0,44.8
98,1,1,0.05,0.2,0.0,0.3,0.45,0,0.0,1.0,0.0,9.5
99,3,1,0.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0,0.0,1.0,0.0,3.0
100,2,1,0.1111111111111111,0.24074074074074073,0.0,0.2222222222222222,0.3888888888888889,2,0.0,0.0,1.0,15.8
101,3,1,0.1111111111111111,0.25925925925925924,0.0,0.12962962962962962,0.46296296296296297,2,0.0,0.0,1.0,25.4
102,2,1,0.08928571428571429,0.21428571428571427,0.0,0.23214285714285715,0.4642857142857143,0,0.0,0.0,1.0,26.3
103,1,1,0.11235955056179775,0.23595505617977527,0.0,0.21348314606741572,0.4044943820224719,3,0.0,0.0,1.0,44.1
104,2,1,0.07142857142857142,0.2857142857142857,0.0,0.2857142857142857,0.35714285714285715,0,0.0,1.0,0.0,10.8
105,0,1,0.17647058823529413,0.17647058823529413,0.0,0.23529411764705882,0.4117647058823529,0,0.0,0.0,1.0,26.2
106,1,1,0.075,0.2,0.0,0.25,0.45,1,0.0,0.0,1.0,20.1
107,2,1,0.06451612903225806,0.3225806451612903,0.0,0.0967741935483871,0.5161290322580645,0,0.0,1.0,0.0,13.2
108,3,1,0.11290322580645161,0.24193548387096775,0.0,0.1774193548387097,0.46774193548387094,0,0.0,0.0,1.0,32.2
109,1,1,0.11666666666666667,0.25,0.0,0.21666666666666667,0.4,1,0.0,0.0,1.0,31.9
110,0,1,0.045454545454545456,0.13636363636363635,0.0,0.2727272727272727,0.5,1,0.0,1.0,0.0,12.3
111,0,1,0.0625,0.1875,0.0,0.1875,0.5,1,0.0,1.0,0.0,4.2
112,1,1,0.029411764705882353,0.17647058823529413,0.0,0.38235294117647056,0.4117647058823529,0,0.0,1.0,0.0,14.8
113,1,1,0.075,0.175,0.0,0.275,0.475,0,0.0,0.0,1.0,21.3
114,2,1,0.0,0.28125,0.0,0.21875,0.5,0,0.0,1.0,0.0,14.0
115,1,1,0.047619047619047616,0.19047619047619047,0.0,0.23809523809523808,0.5238095238095238,0,0.0,0.0,1.0,22.1
116,0,1,0.0,0.3333333333333333,0.0,0.2222222222222222,0.4444444444444444,0,0.0,1.0,0.0,11.6
117,2,1,0.140625,0.1875,0.0,0.1875,0.46875,1,0.0,0.0,1.0,29.2
118,0,1,0.3,0.0,0.0,0.3,0.4,0,1.0,0.0,0.0,0.5
119,0,1,0.046511627906976744,0.3953488372093023,0.023255813953488372,0.09302325581395349,0.37209302325581395,4,0.0,0.0,1.0,8.6
120,2,1,0.05952380952380952,0.27380952380952384,0.0,0.16666666666666666,0.5,0,0.0,0.0,1.0,41.2
121,1,1,0.19230769230769232,0.3076923076923077,0.0,0.1346153846153846,0.36538461538461536,0,0.0,0.0,1.0,25.5
122,2,1,0.06666666666666667,0.26666666666666666,0.0,0.2,0.4666666666666667,0,0.0,0.0,1.0,21.2
123,1,1,0.02127659574468085,0.1702127659574468,0.0,0.2765957446808511,0.5319148936170213,0,0.0,0.0,1.0,21.4
124,1,1,0.0,0.08333333333333333,0.0,0.25,0.5833333333333334,1,0.0,1.0,0.0,3.8
125,0,1,0.125,0.1875,0.0,0.21875,0.4375,1,0.0,1.0,0.0,12.2
126,3,1,0.11627906976744186,0.09302325581395349,0.0,0.2558139534883721,0.5348837209302325,0,0.0,0.0,1.0,19.2
127,0,1,0.0273972602739726,0.2876712328767123,0.0,0.1917808219178082,0.4657534246575342,2,0.0,0.0,1.0,37.2
128,0,1,0.03571428571428571,0.21428571428571427,0.0,0.21428571428571427,0.4642857142857143,2,0.0,1.0,0.0,9.7
129,1,1,0.06896551724137931,0.20689655172413793,0.0,0.2413793103448276,0.46551724137931033,1,0.0,0.0,1.0,29.2
130,3,1,0.04081632653061224,0.30612244897959184,0.0,0.16326530612244897,0.4897959183673469,0,0.0,0.0,1.0,23.4
131,3,1,0.1267605633802817,0.2535211267605634,0.0,0.19718309859154928,0.39436619718309857,2,0.0,0.0,1.0,34.7
132,2,1,0.0,0.3157894736842105,0.0,0.15789473684210525,0.5263157894736842,0,0.0,1.0,0.0,10.9
133,2,1,0.05128205128205128,0.20512820512820512,0.0,0.23076923076923078,0.5128205128205128,0,0.0,0.0,1.0,17.1
134,0,1,0.25806451612903225,0.0967741935483871,0.0,0.16129032258064516,0.4838709677419355,0,0.0,1.0,0.0,12.0
135,3,1,0.024390243902439025,0.21951219512195122,0.0,0.2682926829268293,0.4878048780487805,0,0.0,0.0,1.0,17.2
136,2,1,0.10526315789473684,0.19298245614035087,0.0,0.24561403508771928,0.45614035087719296,0,0.0,0.0,1.0,30.3
137,2,1,0.09302325581395349,0.11627906976744186,0.0,0.27906976744186046,0.5116279069767442,0,0.0,0.0,1.0,41.5
138,3,1,0.08771929824561403,0.2719298245614035,0.0,0.19298245614035087,0.4473684210526316,0,0.0,0.0,1.0,56.8
139,3,1,0.08333333333333333,0.2222222222222222,0.0,0.2222222222222222,0.4722222222222222,0,0.0,0.0,1.0,18.6
140,2,1,0.09090909090909091,0.13636363636363635,0.0,0.3181818181818182,0.45454545454545453,0,0.0,0.0,1.0,21.5
141,2,1,0.12962962962962962,0.24074074074074073,0.0,0.16666666666666666,0.42592592592592593,2,0.0,0.0,1.0,27.8
142,2,1,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,0,0.0,1.0,0.0,10.9
143,3,1,0.06451612903225806,0.20967741935483872,0.0,0.24193548387096775,0.4838709677419355,0,0.0,0.0,1.0,31.9
144,3,1,0.04,0.24,0.0,0.16,0.56,0,0.0,1.0,0.0,10.5
145,2,1,0.09090909090909091,0.21818181818181817,0.0,0.2545454545454545,0.4,2,0.0,0.0,1.0,25.9
146,3,1,0.08108108108108109,0.21621621621621623,0.0,0.21621621621621623,0.4864864864864865,0,0.0,0.0,1.0,16.9
147,1,1,0.15384615384615385,0.15384615384615385,0.0,0.23076923076923078,0.46153846153846156,0,0.0,1.0,0.0,1.0
148,2,1,0.0625,0.25,0.0,0.3125,0.375,0,0.0,1.0,0.0,8.7
149,0,1,0.030303030303030304,0.12121212121212122,0.0,0.36363636363636365,0.48484848484848486,0,0.0,1.0,0.0,18.1
150,1,1,0.15151515151515152,0.24242424242424243,0.0,0.21212121212121213,0.3939393939393939,0,0.0,1.0,0.0,19.0
151,1,1,0.0,0.16666666666666666,0.0,0.3333333333333333,0.5,0,0.0,1.0,0.0,13.0
152,2,1,0.1746031746031746,0.20634920634920634,0.0,0.23809523809523808,0.38095238095238093,0,0.0,0.0,1.0,29.3
153,3,1,0.030303030303030304,0.30303030303030304,0.0,0.09090909090909091,0.5757575757575758,0,0.0,1.0,0.0,15.7
154,0,1,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,0,0.0,1.0,0.0,8.0
155,2,1,0.05555555555555555,0.25,0.0,0.2777777777777778,0.4166666666666667,0,0.0,0.0,1.0,17.1
156,0,1,0.3023255813953488,0.16279069767441862,0.0,0.16279069767441862,0.3488372093023256,1,0.0,0.0,1.0,21.0
157,2,1,0.1282051282051282,0.20512820512820512,0.0,0.20512820512820512,0.38461538461538464,3,0.0,0.0,1.0,19.7
158,1,1,0.0784313725490196,0.19607843137254902,0.0,0.27450980392156865,0.39215686274509803,3,0.0,0.0,1.0,11.2
159,0,1,0.0967741935483871,0.14516129032258066,0.0,0.22580645161290322,0.5161290322580645,1,0.0,0.0,1.0,28.1
160,2,1,0.058823529411764705,0.2549019607843137,0.0,0.13725490196078433,0.5490196078431373,0,0.0,0.0,1.0,25.4
161,1,1,0.05,0.225,0.0,0.2,0.5,1,0.0,0.0,1.0,18.0
162,1,1,0.1111111111111111,0.16666666666666666,0.0,0.2111111111111111,0.4777777777777778,3,0.0,0.0,1.0,44.0
163,1,1,0.07228915662650602,0.1927710843373494,0.0,0.21686746987951808,0.5060240963855421,1,0.0,0.0,1.0,39.1
164,2,1,0.11666666666666667,0.25833333333333336,0.0,0.21666666666666667,0.4,1,0.0,0.0,1.0,59.7
165,2,1,0.13636363636363635,0.18181818181818182,0.0,0.22727272727272727,0.45454545454545453,0,0.0,0.0,1.0,10.0
166,1,1,0.15254237288135594,0.2542372881355932,0.0,0.1864406779661017,0.3898305084745763,1,0.0,0.0,1.0,28.4
167,0,1,0.13953488372093023,0.20930232558139536,0.0,0.16279069767441862,0.4883720930232558,0,0.0,0.0,1.0,20.5
168,3,1,0.12121212121212122,0.18181818181818182,0.0,0.2727272727272727,0.3939393939393939,2,0.0,0.0,1.0,29.1
169,0,1,0.05,0.2,0.0,0.15,0.5,2,0.0,1.0,0.0,5.8
170,1,1,0.05714285714285714,0.11428571428571428,0.0,0.2571428571428571,0.5714285714285714,0,0.0,1.0,0.0,16.5
171,1,1,0.06060606060606061,0.21212121212121213,0.0,0.30303030303030304,0.42424242424242425,0,0.0,1.0,0.0,15.9
172,2,1,0.12962962962962962,0.24074074074074073,0.0,0.16666666666666666,0.46296296296296297,0,0.0,0.0,1.0,26.8
173,1,1,0.07142857142857142,0.21428571428571427,0.0,0.21428571428571427,0.5,0,0.0,0.0,1.0,22.2
174,3,1,0.15306122448979592,0.19387755102040816,0.0,0.20408163265306123,0.42857142857142855,2,0.0,0.0,1.0,48.5
175,1,1,0.058823529411764705,0.17647058823529413,0.0,0.23529411764705882,0.5294117647058824,0,0.0,1.0,0.0,14.6
176,2,1,0.07142857142857142,0.2857142857142857,0.0,0.21428571428571427,0.42857142857142855,0,0.0,1.0,0.0,13.8
177,2,1,0.1791044776119403,0.208955223880597,0.0,0.208955223880597,0.3880597014925373,1,0.0,0.0,1.0,34.2
178,1,1,0.045454545454545456,0.2727272727272727,0.0,0.22727272727272727,0.45454545454545453,0,0.0,1.0,0.0,9.5
179,2,1,0.06930693069306931,0.2376237623762376,0.0,0.2079207920792079,0.43564356435643564,5,0.0,0.0,1.0,48.0
180,1,1,0.0,0.1111111111111111,0.0,0.3333333333333333,0.5555555555555556,0,1.0,0.0,0.0,1.9
181,0,1,0.06818181818181818,0.13636363636363635,0.0,0.22727272727272727,0.5227272727272727,2,0.0,0.0,1.0,19.2
182,3,1,0.16071428571428573,0.16071428571428573,0.0,0.16071428571428573,0.5178571428571429,0,0.0,0.0,1.0,25.8
183,2,1,0.08,0.24,0.04,0.2,0.4,4,0.0,0.0,1.0,20.4
184,1,1,0.136986301369863,0.1780821917808219,0.0,0.1917808219178082,0.4794520547945205,1,0.0,0.0,1.0,34.8
185,0,1,0.13636363636363635,0.2727272727272727,0.0,0.18181818181818182,0.4090909090909091,0,0.0,1.0,0.0,14.6
186,2,1,0.13333333333333333,0.28888888888888886,0.0,0.2,0.35555555555555557,1,0.0,0.0,1.0,25.2
187,1,1,0.0625,0.25,0.0,0.21875,0.390625,5,0.0,0.0,1.0,5.2
188,3,1,0.02564102564102564,0.23076923076923078,0.0,0.2564102564102564,0.48717948717948717,0,0.0,0.0,1.0,17.6
189,0,1,0.0625,0.25,0.0,0.25,0.4375,0,0.0,1.0,0.0,10.7
190,2,1,0.07894736842105263,0.18421052631578946,0.0,0.18421052631578946,0.5526315789473685,0,0.0,0.0,1.0,17.8
191,0,1,0.03278688524590164,0.29508196721311475,0.0,0.19672131147540983,0.45901639344262296,1,0.0,0.0,1.0,17.0
192,0,1,0.21951219512195122,0.14634146341463414,0.0,0.1951219512195122,0.4146341463414634,1,0.0,0.0,1.0,18.9
193,0,1,0.056338028169014086,0.2112676056338028,0.0,0.18309859154929578,0.5070422535211268,3,0.0,0.0,1.0,34.7
194,1,1,0.15384615384615385,0.2564102564102564,0.0,0.20512820512820512,0.358974358974359,1,0.0,0.0,1.0,22.5
195,3,1,0.09836065573770492,0.19672131147540983,0.0,0.19672131147540983,0.47540983606557374,2,0.0,0.0,1.0,31.2
196,3,1,0.0660377358490566,0.24528301886792453,0.0,0.19811320754716982,0.4811320754716981,1,0.0,0.0,1.0,50.9
197,2,1,0.10344827586206896,0.22413793103448276,0.0,0.1724137931034483,0.5,0,0.0,0.0,1.0,30.2
198,1,1,0.02631578947368421,0.21052631578947367,0.0,0.2631578947368421,0.5,0,0.0,0.0,1.0,17.5
199,3,1,0.1320754716981132,0.1509433962264151,0.0,0.22641509433962265,0.49056603773584906,0,0.0,0.0,1.0,24.6
200,0,1,0.078125,0.203125,0.0,0.203125,0.515625,0,0.0,0.0,1.0,32.7
201,0,1,0.2222222222222222,0.3333333333333333,0.0,0.1111111111111111,0.3333333333333333,0,1.0,0.0,0.0,6.6
202,1,1,0.0,0.28,0.0,0.12,0.6,0,0.0,1.0,0.0,10.3
203,0,1,0.23529411764705882,0.11764705882352941,0.0,0.4117647058823529,0.23529411764705882,0,0.0,1.0,0.0,4.3
204,3,1,0.0847457627118644,0.1694915254237288,0.0,0.22033898305084745,0.4915254237288136,2,0.0,0.0,1.0,27.1
205,2,1,0.04878048780487805,0.21951219512195122,0.0,0.24390243902439024,0.43902439024390244,2,0.0,0.0,1.0,18.9
206,3,1,0.09375,0.1875,0.0,0.15625,0.46875,3,0.0,1.0,0.0,3.5
207,2,1,0.13793103448275862,0.20689655172413793,0.0,0.27586206896551724,0.3448275862068966,1,0.0,1.0,0.0,12.2
208,0,1,0.08,0.21333333333333335,0.0,0.17333333333333334,0.5066666666666667,2,0.0,0.0,1.0,38.0
209,3,1,0.07142857142857142,0.21428571428571427,0.0,0.2857142857142857,0.42857142857142855,0,0.0,0.0,1.0,8.8
210,1,1,0.10526315789473684,0.18421052631578946,0.0,0.18421052631578946,0.4473684210526316,3,0.0,0.0,1.0,19.6
211,3,1,0.10638297872340426,0.2127659574468085,0.0,0.19148936170212766,0.48936170212765956,0,0.0,0.0,1.0,45.4
212,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.6
213,2,1,0.17777777777777778,0.17777777777777778,0.0,0.2222222222222222,0.4222222222222222,0,0.0,0.0,1.0,22.7
214,2,1,0.05128205128205128,0.23076923076923078,0.0,0.21794871794871795,0.48717948717948717,1,0.0,0.0,1.0,37.5
215,2,1,0.075,0.2,0.0,0.275,0.45,0,0.0,0.0,1.0,18.0
216,2,1,0.09803921568627451,0.19607843137254902,0.0,0.2549019607843137,0.4215686274509804,3,0.0,0.0,1.0,25.1
217,1,1,0.13333333333333333,0.23333333333333334,0.0,0.23333333333333334,0.4,0,0.0,1.0,0.0,17.6
218,1,1,0.06976744186046512,0.2558139534883721,0.0,0.18604651162790697,0.4883720930232558,0,0.0,0.0,1.0,21.3
219,2,1,0.10989010989010989,0.2087912087912088,0.0,0.1978021978021978,0.46153846153846156,2,0.0,0.0,1.0,44.2
220,0,1,0.08333333333333333,0.20833333333333334,0.0,0.20833333333333334,0.5,0,0.0,1.0,0.0,10.4
221,2,1,0.09259259259259259,0.2222222222222222,0.0,0.25925925925925924,0.3888888888888889,2,0.0,0.0,1.0,27.7
222,2,1,0.16666666666666666,0.25925925925925924,0.0,0.18518518518518517,0.3888888888888889,0,0.0,0.0,1.0,26.6
223,1,1,0.15789473684210525,0.15789473684210525,0.0,0.3157894736842105,0.3684210526315789,0,0.0,1.0,0.0,6.9
224,2,1,0.14864864864864866,0.21621621621621623,0.0,0.20270270270270271,0.35135135135135137,6,0.0,0.0,1.0,8.2
225,0,1,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,-16.2
226,1,1,0.05172413793103448,0.27586206896551724,0.0,0.20689655172413793,0.4482758620689655,1,0.0,0.0,1.0,28.3
227,1,1,0.02564102564102564,0.1794871794871795,0.0,0.28205128205128205,0.5128205128205128,0,0.0,0.0,1.0,21.2
228,3,1,0.1,0.16666666666666666,0.0,0.2,0.5333333333333333,0,0.0,1.0,0.0,12.7
229,2,1,0.13043478260869565,0.17391304347826086,0.0,0.34782608695652173,0.34782608695652173,0,0.0,1.0,0.0,10.1
