essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,pred_score,prompt_relevence,total_length
2813,2,1,0,2,2,3,2,2,1,4,1,1,9.6,0,25,50
2814,2,3,0,2,2,3,2,3,2,2,1,1,9.6,1,26,68
2815,2,2,0,2,2,3,2,2,1,4,1,1,7.2,1,42,97
2816,2,1,0,2,3,3,2,2,1,4,1,1,11.6,0,25,47
2817,2,3,0,2,2,2,2,2,1,2,1,1,5.7,1,31,67
2818,2,1,0,2,2,3,2,2,2,4,1,1,9.4,0,28,67
2819,2,2,0,2,2,3,2,2,1,4,1,1,8.1,1,26,53
2820,2,3,0,2,2,3,3,2,1,4,1,1,10.1,1,13,41
2821,2,3,0,2,3,3,3,2,1,2,1,1,8.1,1,33,75
2822,2,2,0,3,2,3,2,2,1,4,1,1,12.4,1,34,71
2823,2,2,0,2,2,3,3,2,2,4,1,1,9.4,1,24,53
2824,2,0,0,2,2,3,2,2,1,2,2,1,5.9,0,9,23
2825,2,2,0,2,3,3,2,2,1,2,2,1,6.5,1,24,52
2826,2,0,0,2,2,3,2,2,1,4,1,1,10.2,0,6,24
2827,2,2,0,2,2,3,2,2,1,2,1,1,8.5,1,22,61
2828,2,0,0,2,2,3,2,2,2,4,4,3,13.8,0,27,61
2829,2,2,0,2,2,2,2,2,1,4,2,2,11.2,1,34,72
2830,2,1,0,2,3,3,2,2,1,2,2,1,10.6,0,42,99
2831,2,1,0,2,2,3,2,3,1,4,1,1,12.4,0,43,87
2832,2,1,0,2,2,2,2,2,2,4,2,2,11.2,0,23,64
2833,2,2,0,2,2,3,2,2,1,4,1,1,9.4,1,32,71
2834,2,0,0,2,2,3,2,2,1,2,1,1,6.9,0,41,84
2835,2,1,0,2,2,3,3,2,2,4,1,1,15.6,0,16,62
2836,2,2,0,2,2,3,2,2,1,4,1,1,7.6,1,15,41
2837,2,1,0,2,2,3,2,2,1,4,1,1,5.3,0,44,84
2838,2,2,0,2,3,3,2,2,1,4,1,1,5.9,1,23,56
2839,2,1,0,2,2,3,3,2,1,4,1,1,12.6,0,25,62
2840,2,2,0,2,2,3,3,2,1,4,1,1,7.8,1,31,70
2841,2,2,0,3,2,2,3,2,1,4,2,2,15.6,1,30,56
2842,2,1,0,2,2,2,2,2,1,4,2,2,11.9,0,32,78
2843,2,0,0,3,2,3,2,2,1,4,2,2,12.1,0,25,56
2844,2,1,0,2,2,3,2,2,1,1,2,1,5.8,0,31,64
2845,2,1,0,2,2,3,2,2,1,4,1,1,2.9,0,9,20
2846,2,2,0,2,2,3,2,2,1,2,2,1,8.5,1,25,59
2847,2,1,0,2,2,3,2,2,1,4,4,3,15.4,0,41,96
2848,2,2,0,3,3,3,2,2,1,2,1,1,8.0,1,33,78
2849,2,3,0,2,2,3,2,2,1,2,1,1,9.1,1,40,86
2850,2,0,0,2,2,3,2,2,1,4,1,1,4.0,0,25,45
2851,2,1,0,2,2,2,2,2,1,4,1,1,8.1,0,22,53
2852,2,3,0,2,2,3,3,2,1,4,1,1,10.1,1,34,88
2853,2,3,0,2,2,3,2,2,1,4,1,1,9.7,1,18,53
2854,2,2,0,2,3,3,2,2,2,4,1,1,7.9,1,23,51
2855,2,0,0,2,2,3,2,2,2,4,1,1,16.9,0,14,33
2856,2,2,0,3,2,3,2,2,1,4,1,1,10.0,1,27,77
2857,2,3,0,2,2,3,2,2,2,4,1,1,10.1,1,25,71
2858,2,2,0,2,2,3,2,2,1,2,1,1,8.5,1,20,50
2859,2,3,0,3,3,3,2,3,1,4,1,1,9.5,1,32,84
2860,2,2,0,2,2,3,2,2,2,2,1,1,8.4,1,34,69
2861,2,2,0,2,2,3,2,2,2,4,1,1,13.8,1,26,70
2862,2,2,0,2,2,3,3,2,1,4,2,2,11.3,1,17,59
2863,2,2,0,2,2,3,2,2,1,4,1,1,11.4,1,16,42
2864,2,1,0,2,2,3,2,2,2,4,4,3,6.9,0,17,36
2865,2,1,0,2,2,3,2,2,2,4,1,1,7.0,0,15,32
2866,2,2,0,2,2,3,2,2,1,4,1,1,12.4,1,9,30
2867,2,1,0,2,2,3,2,2,1,4,1,1,10.9,0,25,66
2868,2,2,0,2,2,3,2,2,2,4,1,1,8.7,1,38,72
2869,2,0,0,2,2,3,2,2,1,4,1,1,12.4,0,7,23
2870,2,1,0,2,2,3,3,2,1,4,1,1,4.9,0,16,30
2871,2,1,0,2,2,3,2,2,2,4,1,1,5.0,0,22,51
2872,2,1,0,2,2,3,2,2,1,4,1,1,12.1,0,19,50
2873,2,2,0,3,2,3,2,2,2,4,1,1,11.0,1,40,90
2874,2,3,0,2,2,2,2,2,1,2,2,1,7.0,1,48,95
2875,2,1,0,2,2,3,2,2,1,4,1,1,9.8,0,22,45
2876,2,1,0,2,2,3,2,2,1,2,2,1,8.8,0,26,67
2877,2,1,0,2,2,2,2,2,2,2,4,2,7.3,0,32,67
2878,2,2,0,2,2,3,2,2,2,4,1,1,7.9,1,27,71
2879,2,2,0,2,2,3,2,2,1,2,1,1,8.9,1,29,56
2880,2,1,0,2,2,3,2,2,2,2,2,1,8.2,0,29,73
2881,2,3,0,2,2,3,2,2,1,2,2,1,6.8,1,10,23
2882,2,2,0,2,2,3,3,2,1,4,1,1,10.5,1,36,70
2883,2,2,0,2,2,3,2,2,1,4,1,1,5.0,1,17,36
2884,2,2,0,2,2,3,2,2,1,2,2,1,10.3,1,14,32
2885,2,3,0,2,2,3,2,2,1,2,1,1,5.6,1,33,71
2886,2,1,0,2,2,3,2,2,1,4,1,1,12.1,0,21,49
2887,2,1,0,2,2,3,2,2,1,2,2,1,5.7,0,14,30
2888,2,2,0,2,2,3,2,2,1,4,1,1,5.3,1,14,34
2889,2,3,0,2,2,3,2,2,1,4,1,1,12.2,1,25,47
2890,2,2,0,2,2,3,2,2,1,4,1,1,14.4,1,45,115
2891,2,2,0,2,2,3,3,2,2,2,1,1,8.0,1,16,37
2892,2,1,0,2,2,3,2,2,1,4,1,1,12.6,0,19,50
2893,2,0,0,2,2,3,2,2,1,4,1,1,4.1,0,6,14
2894,2,2,0,2,2,3,3,3,2,2,1,1,9.7,1,24,72
2895,2,1,0,2,2,3,2,2,1,2,1,1,7.9,0,18,46
2896,2,3,0,2,2,3,2,2,1,2,1,1,7.2,1,14,50
2897,2,2,0,2,2,3,2,3,1,4,1,1,10.4,1,20,45
2898,2,2,0,3,2,3,2,2,2,4,1,1,11.3,1,21,49
2899,2,1,0,2,2,3,2,2,1,4,1,1,7.6,0,19,40
2900,2,1,0,3,2,3,2,2,1,4,1,1,9.4,0,25,59
2901,2,2,0,2,2,3,2,3,1,4,1,1,10.0,1,30,78
2902,2,2,0,2,2,3,2,2,1,4,1,1,8.1,1,12,52
2903,2,2,0,2,2,3,2,2,2,4,1,1,10.4,1,25,60
2904,2,2,0,2,2,3,3,2,1,4,1,1,7.6,1,46,99
2905,2,3,0,2,2,3,3,2,1,2,1,1,5.9,1,38,95
2906,2,0,0,2,2,3,3,2,2,2,2,1,11.2,0,25,67
2907,2,1,0,2,2,3,2,3,2,4,1,1,9.1,0,18,40
2908,2,2,0,2,2,3,2,2,1,4,1,1,2.8,1,5,13
2909,2,2,0,2,2,3,2,3,1,4,1,1,10.2,1,29,65
2910,2,1,0,2,2,3,2,3,1,2,1,1,6.2,0,9,30
2911,2,2,0,2,2,3,2,3,1,4,1,1,8.2,1,34,88
2912,2,3,0,2,2,3,2,2,2,4,1,1,9.8,1,35,82
2913,2,1,0,2,2,3,2,2,1,4,1,1,13.1,0,31,78
2914,2,3,0,2,2,3,2,2,1,2,1,1,9.9,1,21,55
2915,2,0,0,2,2,2,2,2,1,4,1,1,14.1,0,18,35
2916,2,2,0,2,2,3,2,2,2,4,1,1,14.7,1,25,62
2917,2,1,0,2,2,3,2,2,2,4,1,1,4.8,0,10,29
2918,2,3,0,2,2,3,3,2,2,4,2,2,7.8,1,30,58
2919,2,1,0,2,2,3,2,2,2,2,2,1,8.2,0,27,64
2920,2,0,0,2,2,3,2,2,1,4,1,1,10.8,0,4,13
2921,2,1,0,2,3,3,2,2,1,4,1,1,8.2,0,41,92
2922,2,3,0,2,2,3,2,2,1,4,1,1,6.9,1,21,55
2923,2,2,0,2,2,3,2,2,1,4,4,3,17.8,1,15,42
2924,2,3,0,2,2,3,2,2,1,4,4,3,12.1,1,23,46
2925,2,2,0,2,2,3,2,2,1,1,2,1,6.9,1,11,36
2926,2,2,0,2,2,3,2,2,2,1,2,1,4.2,1,14,34
2927,2,2,0,2,2,3,2,2,1,2,1,1,3.2,1,17,56
2928,2,3,0,2,2,3,2,3,1,4,1,1,12.3,1,16,64
2929,2,1,0,2,2,3,2,2,1,4,1,1,5.4,0,29,59
2930,2,2,0,3,2,3,2,2,2,4,1,1,7.1,1,23,56
2931,2,1,0,2,2,3,2,2,1,4,1,1,12.1,0,20,62
2932,2,1,0,2,2,3,2,2,1,2,2,1,6.0,0,29,62
2933,2,1,1,2,2,3,2,2,1,1,2,1,4.8,0,11,35
2934,2,2,0,2,2,3,2,3,2,4,1,1,9.2,1,21,53
2935,2,2,0,2,2,3,2,2,1,4,1,1,11.2,1,24,63
2936,2,2,0,2,2,3,2,2,2,1,2,1,5.3,1,21,54
2937,2,2,0,2,2,3,2,2,2,4,2,2,11.9,1,32,74
2938,2,1,0,2,2,3,2,2,2,4,1,1,11.2,0,25,54
2939,2,2,0,2,3,3,2,3,1,4,1,1,10.9,1,34,87
2940,2,2,0,2,2,3,2,2,1,4,1,1,7.8,1,27,67
2941,2,1,0,2,2,3,2,2,1,2,1,1,5.9,0,19,38
2942,2,1,0,2,2,3,2,2,2,2,1,1,8.2,0,41,82
2943,2,3,0,2,2,3,2,2,1,4,1,1,10.5,1,20,43
2944,2,1,1,2,2,3,2,2,1,4,2,2,15.7,0,31,60
2945,2,2,0,2,3,3,3,2,1,1,2,1,7.9,1,14,43
2946,2,3,0,2,2,3,2,2,1,2,2,1,4.8,1,10,36
2947,2,3,0,2,2,3,2,2,1,4,4,3,13.6,1,19,49
2948,2,3,0,2,2,3,2,2,1,2,1,1,8.6,1,29,55
2949,2,3,0,2,2,3,3,2,2,2,2,1,6.3,1,23,70
2950,2,3,0,2,2,3,3,3,2,2,1,1,11.1,1,33,107
2951,2,2,0,2,2,3,2,2,2,4,1,1,12.3,1,31,71
2952,2,2,0,2,2,3,2,2,1,2,1,1,3.1,1,12,34
2953,2,2,0,2,2,3,2,2,1,4,1,1,5.9,1,25,61
2954,2,3,0,3,2,3,2,2,1,4,1,1,11.4,1,24,57
2955,2,1,0,2,2,3,2,3,1,1,2,1,5.6,0,12,35
2956,2,1,0,2,2,3,2,2,2,4,1,1,6.1,0,7,14
2957,2,2,0,2,2,3,2,3,2,4,1,1,14.3,1,34,82
2958,2,1,0,2,2,3,2,2,2,4,1,1,9.7,0,26,74
2959,2,2,0,2,2,3,2,2,1,4,1,1,9.8,1,26,56
2960,2,3,0,3,2,3,2,2,1,4,1,1,11.7,1,29,71
2961,2,1,0,2,2,3,2,2,1,1,2,1,4.1,0,12,29
2962,2,3,0,2,2,3,2,2,1,2,2,1,13.7,1,37,101
2963,2,3,0,3,2,3,2,2,1,4,1,1,9.9,1,18,46
2964,2,1,0,2,2,3,2,2,2,2,2,1,7.1,0,17,33
2965,2,2,0,2,2,3,2,2,2,4,1,1,9.8,1,26,65
2966,2,3,0,3,2,3,2,2,2,4,1,1,8.5,1,17,55
2967,2,3,0,2,2,3,2,2,2,4,1,1,17.7,1,38,96
2968,2,0,0,2,2,3,2,2,1,4,1,1,4.1,0,11,39
2969,2,3,0,2,2,3,2,2,1,2,1,1,7.2,1,28,81
2970,2,1,0,2,2,3,2,2,2,4,1,1,11.7,0,16,49
2971,2,1,0,2,2,3,2,2,1,2,2,1,3.1,0,9,27
2972,2,0,0,2,2,3,2,2,1,4,1,1,6.8,0,19,49
2973,2,1,0,2,2,3,2,2,1,1,4,1,0.7,0,3,13
2974,2,3,0,3,2,3,2,2,1,4,2,2,15.5,1,25,61
2975,2,2,0,3,2,3,2,2,1,4,1,1,9.1,1,14,46
2976,2,2,0,2,2,3,2,2,1,4,2,2,12.8,1,26,64
2977,2,2,0,2,2,3,2,3,2,4,4,3,14.9,1,35,65
2978,2,2,0,2,2,3,2,2,2,4,2,2,11.6,1,36,73
2979,2,2,0,2,2,3,2,2,1,4,1,1,12.6,1,35,78
2980,2,3,0,3,2,3,2,2,1,4,1,1,5.9,1,22,46
2981,2,3,0,2,2,3,2,2,2,2,1,1,4.7,1,24,49
2982,2,2,0,2,2,2,2,2,1,4,1,1,9.9,1,34,74
2983,2,2,0,2,2,3,2,2,1,4,1,1,8.5,1,14,47
2984,2,3,0,2,3,3,2,2,2,4,1,1,12.2,1,39,76
2985,2,2,0,2,2,3,2,3,2,4,1,1,12.8,1,20,45
2986,2,3,1,2,2,3,2,2,2,4,1,1,12.9,1,22,55
2987,2,2,0,2,2,3,2,2,1,2,4,2,13.1,1,32,55
2988,2,1,0,2,2,3,2,2,2,4,1,1,6.8,0,11,34
2989,2,3,0,2,2,3,2,2,1,2,1,1,7.6,1,18,49
2990,2,2,0,2,2,3,2,2,1,4,1,1,7.8,1,10,29
2991,2,3,0,2,2,3,2,2,1,4,1,1,9.4,1,17,42
2992,2,2,0,2,2,3,2,2,1,4,1,1,8.4,1,22,52
2993,2,0,0,2,3,3,3,2,2,4,1,1,9.8,0,32,74
2994,2,1,0,2,2,3,2,2,2,1,2,1,2.6,0,21,49
2995,2,1,0,2,2,3,2,2,1,2,2,1,7.8,0,13,33
2996,2,2,0,3,2,3,2,3,2,4,4,3,16.4,1,29,73
2997,2,3,0,2,2,3,2,3,1,4,1,1,7.4,1,27,48
2998,2,2,0,2,2,3,2,2,1,4,1,1,7.2,1,15,44
2999,2,2,0,2,2,3,2,3,2,2,2,1,14.8,1,34,85
3000,2,0,0,2,2,3,2,2,2,4,4,3,11.7,0,22,40
3001,2,3,0,2,2,3,2,2,1,4,1,1,14.5,1,40,88
3002,2,3,0,2,2,3,2,2,1,1,4,1,5.6,1,3,7
3003,2,1,0,2,2,3,2,2,1,4,1,1,10.4,0,14,32
3004,2,1,0,2,2,3,2,2,2,4,1,1,11.7,0,20,52
3005,2,1,0,2,2,3,2,2,2,2,2,1,3.0,0,19,50
3006,2,1,0,2,3,3,2,2,1,4,1,1,6.5,0,12,39
3007,2,3,0,2,2,3,2,2,1,4,1,1,16.5,1,36,95
3008,2,3,0,2,2,3,2,2,1,4,2,2,15.0,1,35,104
3009,2,2,0,2,3,3,3,2,1,2,2,1,7.5,1,20,63
3010,2,1,0,2,3,3,2,2,1,4,1,1,11.5,0,20,47
3011,2,0,0,3,2,3,2,2,2,2,2,1,4.7,0,16,32
3012,2,1,0,2,2,3,2,2,2,4,1,1,13.5,0,27,68
3013,2,3,0,2,2,3,2,2,2,4,1,1,13.1,1,25,78
3014,2,2,0,2,2,3,2,2,1,4,1,1,8.1,1,16,34
3015,2,0,0,2,3,3,2,2,2,4,1,1,7.0,0,13,35
3016,2,1,0,2,2,3,3,2,1,1,2,1,5.1,0,18,41
3017,2,3,0,2,2,3,2,2,1,2,1,1,11.1,1,31,70
3018,2,2,0,2,2,3,2,2,1,4,1,1,11.6,1,30,66
3019,2,0,0,2,2,3,2,3,1,2,2,1,6.3,0,7,25
3020,2,1,0,2,2,3,3,2,1,4,1,1,9.1,0,35,72
3021,2,0,0,2,2,3,2,2,1,4,4,3,5.9,0,32,57
3022,2,3,0,2,2,3,2,2,2,2,1,1,9.1,1,27,55
3023,2,2,0,3,3,3,2,3,1,2,1,1,11.4,1,23,70
3024,2,0,0,2,3,3,2,2,2,4,1,1,7.9,0,38,76
3025,2,1,0,2,3,3,2,2,1,4,1,1,10.0,0,21,60
3026,2,3,0,3,2,3,2,2,1,4,1,1,12.2,1,47,116
3027,2,3,0,2,2,3,2,2,1,4,1,1,9.3,1,25,64
3028,2,1,0,2,2,3,2,2,1,2,1,1,8.6,0,18,52
3029,2,1,0,2,2,3,2,2,1,4,1,1,15.8,0,9,26
3030,2,2,0,2,3,3,2,2,1,2,1,1,9.1,1,31,68
3031,2,1,0,2,2,3,2,2,2,4,2,2,9.8,0,36,80
3032,2,2,0,2,3,3,2,2,2,2,1,1,7.9,1,32,74
3033,2,2,0,2,2,3,2,2,1,4,1,1,10.7,1,15,47
3034,2,3,0,2,2,3,2,2,1,4,1,1,9.6,1,39,84
3035,2,1,0,2,2,3,2,2,1,4,1,1,7.5,0,26,51
3036,2,3,0,3,2,3,2,2,2,2,1,1,10.2,1,24,71
3037,2,3,0,2,2,3,2,2,1,2,1,1,7.1,1,14,45
3038,2,3,0,2,2,3,2,3,1,4,2,2,11.9,1,29,63
3039,2,2,0,2,2,3,2,2,1,4,1,1,9.2,1,26,60
3040,2,3,0,2,2,3,2,2,1,4,1,1,10.0,1,38,83
3041,2,0,0,2,2,3,2,2,1,4,1,1,8.5,0,10,15
3042,2,0,1,2,2,3,2,2,1,4,1,1,7.6,0,14,37
3043,2,2,0,3,2,3,2,2,1,4,1,1,5.5,1,53,99
3044,2,2,0,2,2,3,2,2,1,2,1,1,7.2,1,25,53
3045,2,1,0,2,2,3,3,2,2,4,2,2,6.9,0,23,59
3046,2,2,0,2,2,3,2,2,1,2,2,1,12.1,1,31,99
3047,2,0,0,2,2,3,2,2,1,4,2,2,12.3,0,23,60
3048,2,3,0,2,2,3,2,2,1,4,2,2,8.6,1,22,55
3049,2,1,0,2,2,3,2,3,2,4,2,2,6.4,0,32,52
3050,2,1,0,2,2,3,2,2,2,4,2,2,11.7,0,35,68
3051,2,2,0,2,2,3,2,2,1,4,1,1,8.6,1,18,61
3052,2,2,0,2,2,3,2,2,2,2,1,1,8.8,1,20,63
3053,2,2,0,2,2,3,2,2,1,4,1,1,10.5,1,16,60
3054,2,3,0,2,2,3,2,2,1,2,2,1,6.3,1,27,62
3055,2,3,0,3,2,3,2,2,1,2,1,1,9.9,1,32,77
3056,2,1,0,2,2,3,3,2,1,2,1,1,8.2,0,31,98
3057,2,1,0,2,2,3,2,2,1,2,1,1,9.2,0,21,48
3058,2,2,0,2,3,3,2,2,1,1,4,1,4.1,1,11,28
3059,2,3,0,2,2,3,2,2,1,4,1,1,10.1,1,44,95
3060,2,1,0,2,2,3,2,2,2,4,1,1,9.8,0,18,39
3061,2,2,0,2,2,3,2,2,1,2,1,1,7.6,1,37,73
3062,2,3,0,2,2,3,2,2,1,2,1,1,8.3,1,17,44
3063,2,2,0,2,2,3,2,2,1,4,1,1,10.3,1,16,38
3064,2,2,0,3,2,3,2,2,1,4,1,1,8.2,1,31,64
3065,2,0,0,2,2,3,2,2,1,4,1,1,10.5,0,12,22
3066,2,3,0,2,2,3,2,2,2,2,1,1,8.5,1,23,67
3067,2,1,0,2,2,3,2,2,2,4,1,1,12.8,0,24,74
3068,2,1,0,2,2,3,3,2,1,4,1,1,11.3,0,19,47
3069,2,3,0,2,2,3,2,2,1,4,1,1,12.3,1,20,46
3070,2,2,0,2,2,3,2,2,1,1,4,1,-6.8,1,0,1
3071,2,2,1,2,3,3,2,2,2,4,1,1,5.6,1,12,28
3072,2,1,0,2,2,3,2,2,1,4,4,3,21.4,0,37,84
3073,2,2,0,2,2,3,2,2,1,4,2,2,7.8,1,34,72
3074,2,2,0,2,2,3,2,3,2,4,1,1,12.4,1,35,75
3075,2,2,0,2,2,3,2,2,2,4,1,1,14.4,1,30,60
3076,2,3,0,3,2,3,2,2,1,2,1,1,7.8,1,20,56
3077,2,3,0,2,2,3,2,2,1,2,1,1,8.2,1,36,111
3078,2,2,0,2,2,3,2,2,1,2,1,1,7.3,1,27,61
3079,2,1,0,2,2,3,2,2,1,2,1,1,8.6,0,33,74
3080,2,2,0,2,2,3,2,2,1,4,1,1,10.7,1,24,46
3081,2,3,0,2,2,2,2,2,1,4,2,2,11.3,1,27,68
3082,2,2,0,2,2,3,2,2,1,4,1,1,9.3,1,26,60
3083,2,2,1,2,2,3,2,2,2,4,4,3,13.3,1,25,51
3084,2,1,0,2,2,3,2,2,1,2,1,1,6.6,0,27,78
3085,2,2,0,2,2,2,2,2,1,4,4,3,14.4,1,32,78
3086,2,1,0,2,2,3,3,2,1,4,1,1,7.0,0,16,37
3087,2,3,0,2,2,3,2,2,1,4,1,1,8.1,1,35,92
3088,2,0,0,2,2,3,2,2,1,2,1,1,7.2,0,15,37
3089,2,3,0,2,3,3,2,2,2,4,1,1,11.7,1,34,97
3090,2,3,0,2,2,3,2,2,2,4,4,3,9.3,1,31,64
3091,2,0,0,2,2,3,2,2,2,4,1,1,6.8,0,16,37
3092,2,2,0,3,2,3,2,2,2,4,1,1,6.8,1,28,65
3093,2,3,0,3,2,3,2,2,2,4,1,1,12.1,1,19,49
3094,2,2,0,3,3,3,2,2,1,4,1,1,7.8,1,20,48
3095,2,0,0,2,2,3,2,2,2,4,1,1,10.6,0,31,67
3096,2,0,0,2,2,3,2,2,1,4,1,1,13.8,0,8,23
3097,2,2,0,2,2,3,2,2,1,2,1,1,8.5,1,23,56
3098,2,2,0,2,3,3,2,2,1,4,1,1,12.9,1,18,47
3099,2,2,0,2,2,3,2,2,1,4,1,1,3.6,1,11,27
3100,2,2,0,2,2,3,3,2,2,4,2,2,12.7,1,28,58
3101,2,3,0,2,2,3,2,2,1,4,1,1,10.3,1,43,101
3102,2,2,0,3,2,3,2,2,1,2,1,1,8.2,1,21,50
3103,2,0,0,2,3,3,2,2,2,1,4,1,-2.0,0,2,5
3104,2,2,0,2,2,3,3,2,2,4,1,1,11.0,1,24,73
3105,2,1,0,2,2,3,3,2,1,4,1,1,14.2,0,26,62
3106,2,3,0,2,2,3,2,3,1,4,1,1,7.7,1,27,78
3107,2,2,0,2,2,3,2,2,2,4,2,2,8.3,1,23,65
3108,2,1,0,2,3,3,2,2,1,4,1,1,17.1,0,30,63
3109,2,0,0,2,2,3,2,3,1,2,1,1,6.3,0,32,82
3110,2,1,0,2,3,3,2,2,1,2,1,1,7.8,0,43,102
3111,2,1,0,2,2,3,2,2,2,4,2,2,18.3,0,35,74
3112,2,1,0,2,2,3,2,2,1,4,1,1,10.6,0,18,37
3113,2,2,0,3,2,3,2,2,1,2,1,1,5.5,1,41,114
3114,2,2,0,2,2,3,3,2,2,4,1,1,11.3,1,20,42
3115,2,3,0,2,2,3,2,2,2,4,1,1,10.5,1,22,60
3116,2,3,0,2,2,3,2,2,1,2,2,1,14.3,1,35,86
3117,2,2,0,2,2,2,2,2,1,4,1,1,9.5,1,47,103
3118,2,1,0,2,3,3,2,3,1,4,1,1,9.1,0,9,20
3119,2,3,0,2,2,3,3,2,1,4,1,1,12.8,1,32,75
3120,2,2,0,2,3,3,2,2,1,4,1,1,4.4,1,32,72
3121,2,2,0,2,2,3,2,2,2,4,4,3,21.8,1,16,46
3122,2,3,0,2,2,3,2,2,1,4,1,1,15.7,1,37,97
3123,2,2,0,2,2,3,2,2,1,2,1,1,4.7,1,9,32
3124,2,3,0,3,2,2,2,2,1,4,4,3,6.5,1,16,39
3125,2,1,0,2,3,3,2,2,1,4,1,1,13.8,0,35,83
3126,2,3,0,2,2,3,2,3,2,2,2,1,7.0,1,21,52
3127,2,2,0,2,3,3,2,2,1,4,1,1,7.4,1,30,74
3128,2,2,0,2,2,3,3,3,1,4,1,1,9.7,1,24,88
3129,2,1,0,2,2,3,2,3,2,1,2,1,5.5,0,43,81
3130,2,2,0,2,3,3,2,2,1,2,1,1,6.5,1,34,78
3131,2,1,0,2,2,3,2,2,1,4,1,1,3.5,0,16,35
3132,2,3,0,3,2,3,2,3,1,4,4,3,15.4,1,49,100
3133,2,1,0,2,2,2,2,2,1,2,1,1,4.3,0,38,69
3134,2,3,0,2,2,3,2,2,1,2,1,1,9.7,1,22,72
3135,2,0,0,2,2,3,2,2,2,4,1,1,10.9,0,21,49
3136,2,1,0,2,2,3,2,2,1,4,1,1,10.6,0,30,69
3137,2,2,0,2,2,3,2,2,2,2,2,1,9.1,1,21,37
3138,2,1,0,2,2,3,2,2,2,4,1,1,10.4,0,26,47
3139,2,0,0,3,2,3,2,2,2,2,1,1,8.5,0,37,79
3140,2,2,0,2,2,3,2,3,2,4,1,1,11.5,1,21,52
3141,2,3,0,2,3,3,2,2,2,4,2,2,15.1,1,30,66
3142,2,3,0,2,2,3,2,2,1,4,4,3,11.0,1,26,49
3143,2,0,0,2,2,3,3,2,2,2,2,1,7.3,0,32,93
3144,2,1,0,2,2,3,2,2,1,2,1,1,5.8,0,17,45
3145,2,1,0,3,2,3,2,2,1,2,1,1,4.0,0,19,47
3146,2,2,0,2,2,2,2,2,1,2,1,1,7.2,1,36,75
3147,2,2,0,3,2,3,2,2,1,4,4,3,17.1,1,26,69
3148,2,3,0,2,2,3,2,3,1,1,4,1,4.6,1,5,5
3149,2,2,0,2,2,3,2,2,2,2,1,1,4.8,1,15,36
3150,2,3,0,2,2,3,2,3,2,4,1,1,11.9,1,19,48
3151,2,2,0,2,2,3,2,2,1,4,1,1,10.8,1,19,53
3152,2,1,1,2,2,3,2,2,2,4,1,1,12.8,0,34,56
3153,2,2,0,2,2,3,2,3,1,4,1,1,8.9,1,27,81
3154,2,1,0,2,2,3,2,2,1,4,1,1,9.5,0,34,69
3155,2,3,0,2,2,3,2,2,1,2,1,1,7.9,1,24,71
3156,2,1,0,2,2,3,2,2,1,2,1,1,6.7,0,25,64
3157,2,0,0,2,2,3,2,3,2,4,1,1,11.8,0,35,67
3158,2,3,0,2,2,3,2,2,1,4,1,1,8.6,1,18,43
3159,2,1,0,2,2,3,2,2,2,4,1,1,7.1,0,12,33
3160,2,3,0,2,2,3,2,2,1,4,1,1,6.0,1,11,36
