essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,pred_score
8278,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,33.2,0
8279,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,19.5,0
8280,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,32.9,0
8281,4,2,1,3,2,3,3,2,2,0.0,0.0,1.0,19.1,1
8282,4,2,1,2,3,3,2,2,2,0.0,0.0,1.0,28.3,1
8283,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,32.4,0
8284,4,0,1,2,2,3,2,2,1,0.0,1.0,0.0,17.4,0
8285,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,16.0,0
8286,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,16.5,0
8287,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,19.4,0
8288,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,29.5,0
8289,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.3,0
8290,4,1,1,3,2,3,2,2,2,0.0,1.0,0.0,14.7,0
8291,4,2,1,2,3,3,2,2,2,0.0,0.0,1.0,29.6,1
8292,4,1,1,2,3,3,2,2,1,0.0,0.0,1.0,13.3,0
8293,4,1,1,3,2,3,2,2,2,0.0,1.0,0.0,10.5,0
8294,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,10.6,0
8295,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.7,0
8296,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.5,0
8297,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,17.6,0
8298,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,28.8,0
8299,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.2,0
8300,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,20.1,1
8301,4,0,1,3,2,3,2,2,2,0.0,1.0,0.0,8.6,0
8302,4,1,1,2,2,3,3,2,2,0.0,1.0,0.0,18.2,0
8303,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,11.5,0
8304,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,27.6,0
8305,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,17.2,0
8306,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,11.0,0
8307,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,27.2,0
8308,4,1,1,2,3,3,3,3,2,0.0,0.0,1.0,27.6,0
8309,4,1,1,3,2,3,2,2,2,0.0,0.0,1.0,21.9,0
8310,4,0,1,2,3,3,2,2,2,0.0,1.0,0.0,7.2,0
8311,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.4,0
8312,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,13.1,0
8313,4,0,1,3,3,3,2,2,2,0.0,0.5,0.5,20.0,0
8314,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,29.0,0
8315,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,17.1,0
8316,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.9,0
8317,4,2,1,2,2,3,3,2,2,0.0,0.0,1.0,28.6,0
8318,4,0,1,2,2,3,2,2,1,0.0,0.0,1.0,25.6,0
8319,4,2,1,2,3,3,2,2,2,0.0,0.0,1.0,38.0,1
8320,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.0,0
8321,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,13.8,0
8322,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,18.1,0
8323,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,14.1,0
8324,4,0,1,3,2,3,2,2,2,0.0,0.0,1.0,17.7,0
8325,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,19.5,0
8326,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,10.4,0
8327,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,20.8,1
8328,4,1,1,2,3,3,3,2,2,0.0,0.0,1.0,20.5,0
8329,4,1,1,2,2,3,2,3,2,0.0,0.0,1.0,22.7,0
8330,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,13.6,0
8331,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,23.8,0
8332,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,16.2,0
8333,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,38.8,0
8334,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,17.4,0
8335,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,20.4,0
8336,4,0,1,3,2,3,2,2,2,0.0,0.0,1.0,22.1,0
8337,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.7,0
8338,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,15.3,0
8339,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,29.0,1
8340,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,16.9,0
8341,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,20.8,0
8342,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,26.8,0
8343,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,28.7,0
8344,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,30.7,0
8345,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,27.1,0
8346,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,18.2,0
8347,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,32.5,0
8348,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.8,0
8349,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,28.6,0
8350,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,15.9,0
8351,4,0,1,2,2,3,2,2,2,1.0,0.0,0.0,6.3,0
8352,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.9,0
8353,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,16.3,0
8354,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,20.3,0
8355,4,0,1,2,2,3,2,2,2,1.0,0.0,0.0,8.3,0
8356,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.5,0
8357,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,16.2,0
8358,4,0,1,3,2,3,3,2,2,0.0,1.0,0.0,11.8,0
8359,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.8,0
8360,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,12.9,0
8361,4,2,1,2,2,3,2,3,2,0.0,0.0,1.0,32.1,0
8362,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.6,0
8363,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,32.2,0
8364,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,24.1,0
8365,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,10.8,0
8366,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,18.1,0
8367,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,23.4,0
8368,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,13.4,0
8369,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.6,0
8370,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,22.4,0
8371,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,14.7,0
8372,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,30.7,0
8373,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.3,0
8374,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.6,0
8375,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.7,0
8376,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,42.4,1
8377,4,0,1,2,2,3,2,2,2,1.0,0.0,0.0,8.4,0
8378,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,14.4,0
8379,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,43.4,0
8380,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,10.6,0
8381,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,26.3,0
8382,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,22.0,0
8383,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,20.5,0
8384,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,14.2,0
8385,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,6.0,0
8386,4,0,1,2,2,3,2,2,2,1.0,0.0,0.0,16.1,0
8387,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,20.9,0
8388,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.2,0
8389,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,26.2,0
8390,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,18.1,0
8391,4,1,1,2,2,3,2,3,2,0.0,1.0,0.0,20.5,0
8392,4,0,1,2,3,3,2,2,2,0.0,0.0,1.0,15.6,0
8393,4,0,1,2,3,3,3,2,2,0.0,0.0,1.0,22.1,0
8394,4,1,1,2,2,3,3,2,2,0.0,1.0,0.0,17.9,0
8395,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,18.7,0
8396,4,0,1,2,3,3,2,2,2,0.0,1.0,0.0,9.3,0
8397,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,19.3,0
8398,4,2,1,3,2,3,2,3,2,0.0,0.0,1.0,27.7,1
8399,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,12.7,0
8400,4,0,1,2,2,3,2,3,2,0.0,0.0,1.0,21.0,0
8401,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.0,0
8402,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,14.9,0
8403,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,24.8,1
8404,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,26.9,0
8405,4,0,1,2,2,3,2,2,2,1.0,0.0,0.0,8.4,0
8406,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,6.0,0
8407,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,34.0,0
8408,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,16.0,0
8409,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.7,0
8410,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.0,0
8411,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,35.2,0
8412,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,20.3,0
8413,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,14.4,0
8414,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,18.9,0
8415,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,21.0,0
8416,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,9.0,0
8417,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,48.2,0
8418,4,1,1,2,2,3,2,3,2,0.0,0.0,1.0,20.9,0
8419,4,0,1,2,2,3,2,3,2,0.0,1.0,0.0,17.2,0
8420,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,17.6,0
8421,4,2,1,2,3,3,2,2,2,0.0,0.0,1.0,25.6,0
8422,4,0,1,3,2,3,2,2,2,0.0,0.0,1.0,17.8,0
8423,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,16.5,0
8424,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,16.4,0
8425,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,10.6,0
8426,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,27.9,0
8427,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,12.1,0
8428,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,28.5,1
8429,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,23.7,0
8430,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,30.7,0
8431,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,18.8,1
8432,4,0,1,3,2,3,2,2,2,0.0,0.0,1.0,36.1,0
8433,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,29.8,0
8434,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,33.1,0
8435,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,18.7,0
8436,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,9.6,0
8437,4,0,1,2,3,3,2,2,2,0.0,1.0,0.0,10.0,0
8438,4,0,1,2,2,3,2,3,2,0.0,0.0,1.0,24.0,0
8439,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.9,0
8440,4,1,1,3,2,3,2,2,2,0.0,0.0,1.0,27.1,0
8441,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,12.8,0
8442,4,1,1,2,2,3,2,3,2,0.0,0.0,1.0,11.5,0
8443,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,13.5,0
8444,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,31.9,0
8445,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,26.1,0
8446,4,1,1,2,3,3,2,2,2,0.0,1.0,0.0,13.0,0
8447,4,0,1,2,2,3,3,2,2,0.0,1.0,0.0,19.0,0
8448,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.2,0
8449,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,20.5,0
8450,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,25.9,0
8451,4,1,1,3,2,3,2,2,2,0.0,0.0,1.0,52.9,0
8452,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,14.3,0
8453,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,39.1,0
8454,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,36.7,0
8455,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,16.6,0
8456,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,13.6,0
8457,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,19.9,0
8458,4,0,1,2,2,3,2,2,2,1.0,0.0,0.0,6.6,0
8459,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,10.5,0
8460,4,1,1,2,2,3,2,3,2,0.0,0.0,1.0,30.8,0
8461,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,25.5,0
8462,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,5.0,0
8463,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,32.6,1
8464,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,26.2,0
8465,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.9,0
8466,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,26.5,0
8467,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,29.5,0
8468,4,0,1,3,2,3,2,2,2,0.0,1.0,0.0,8.4,0
8469,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,38.3,0
8470,4,2,1,2,2,3,2,3,2,0.0,0.0,1.0,24.5,0
8471,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,18.7,0
8472,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.9,0
8473,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,35.6,1
8474,4,1,1,2,2,3,2,2,1,0.0,0.0,1.0,29.7,0
8475,4,1,1,2,2,3,2,2,1,0.0,0.0,1.0,22.4,0
8476,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,20.9,0
8477,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,20.1,0
8478,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,12.7,0
8479,4,2,1,2,2,3,2,2,1,0.0,0.0,1.0,22.7,1
8480,4,0,1,3,2,3,2,2,2,0.0,1.0,0.0,13.7,0
8481,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.0,0
8482,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,8.4,0
8483,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,13.4,0
8484,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,29.5,0
8485,4,0,1,3,2,3,2,2,2,0.0,1.0,0.0,14.7,0
8486,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,19.2,0
8487,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,29.7,0
8488,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.6,0
8489,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,24.8,0
8490,4,1,1,2,3,3,2,2,1,0.0,0.0,1.0,13.3,0
8491,4,1,1,2,2,3,3,2,2,0.0,0.0,1.0,26.2,0
8492,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,12.4,0
8493,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.4,0
8494,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.2,0
8495,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,30.7,0
8496,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.7,0
8497,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,26.6,0
8498,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,16.1,0
8499,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,19.6,0
8500,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,26.9,0
8501,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,8.6,0
8502,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,11.3,0
8503,4,1,1,3,2,3,2,2,2,0.0,0.0,1.0,26.4,0
8504,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,22.3,0
8505,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,38.7,1
8506,4,0,1,2,2,3,3,3,2,0.0,0.0,1.0,19.9,0
8507,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,18.7,0
8508,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.4,0
8509,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,17.8,0
8510,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,17.4,0
8511,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,36.0,0
8512,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,16.8,0
8513,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,17.6,0
8514,4,0,1,2,3,3,2,2,2,0.0,0.0,1.0,28.7,0
8515,4,0,1,2,2,3,2,3,2,0.0,0.0,1.0,24.4,0
8516,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,24.0,0
8517,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,22.9,0
8518,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,23.5,0
8519,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,12.3,0
8520,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.7,0
8521,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.5,0
8522,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,8.7,0
8523,4,0,1,3,3,3,2,2,2,0.0,0.0,1.0,27.4,0
8524,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,29.9,0
8525,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,16.1,0
8526,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,34.9,1
8527,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,13.5,0
8528,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,12.2,0
8529,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,28.3,0
8530,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,19.9,0
8531,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,19.8,0
8532,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,19.0,0
8533,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,8.5,0
8534,4,1,1,3,2,3,3,2,2,0.0,0.0,1.0,23.4,0
8535,4,0,1,2,2,3,2,2,2,0.0,1.0,0.0,5.4,0
8536,4,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.8,0
8537,4,1,1,2,3,3,2,2,2,0.0,0.0,1.0,32.8,0
8538,4,0,1,2,2,3,2,2,1,0.0,0.0,1.0,30.5,0
8539,4,2,1,2,2,3,2,2,2,0.0,0.0,1.0,32.3,1
8540,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.6,0
8541,4,1,1,3,2,3,2,2,2,0.0,1.0,0.0,19.2,0
8542,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,18.5,0
8543,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,28.3,0
8544,4,1,1,2,2,3,2,2,2,0.0,0.0,1.0,18.5,0
8545,4,0,1,2,2,3,2,2,2,0.0,0.0,1.0,25.4,0
