essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level
20526,8,1,1,2,2,3,2,2,2,0.0,1.0,0.0,6.6,0
20527,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.1,1
20528,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,22.7,0
20529,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,4.7,0
20530,8,0,1,3,2,2,2,2,2,0.0,1.0,0.0,4.3,0
20531,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,9.0,0
20532,8,2,1,2,2,3,2,2,1,0.0,0.0,1.0,7.9,1
20533,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,24.7,0
20534,8,0,1,2,2,2,3,2,2,0.0,0.0,1.0,46.0,0
20535,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,-1.2,0
20536,8,1,1,2,2,2,2,3,2,0.0,1.0,0.0,9.3,0
20537,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,8.0,0
20538,8,0,1,2,3,2,2,2,2,0.0,1.0,0.0,9.4,0
20539,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,6.3,1
20540,8,1,1,2,2,2,2,2,2,1.0,0.0,0.0,-0.1,0
20541,8,1,1,2,2,2,2,3,2,0.0,1.0,0.0,9.1,0
20542,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,5.4,0
20543,8,2,1,2,3,2,2,3,2,0.0,0.0,1.0,5.0,1
20544,8,0,1,2,2,2,3,2,2,0.0,1.0,0.0,4.5,0
20545,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,3.9,0
20546,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.5,1
20547,8,2,1,2,3,3,2,2,2,0.0,0.0,1.0,9.9,1
20548,8,1,1,2,2,2,2,3,2,0.0,0.0,1.0,6.0,0
20549,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,9.3,1
20550,8,1,1,2,2,2,2,2,2,1.0,0.0,0.0,-3.9,0
20551,8,1,1,3,2,2,3,2,2,0.0,1.0,0.0,6.3,0
20552,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,13.0,0
20553,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,3.4,0
20554,8,1,1,2,2,2,3,2,2,0.0,0.0,1.0,10.6,0
20555,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,4.3,0
20556,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,3.5,0
20557,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,-1.9,0
20558,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,6.0,0
20559,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,10.6,1
20560,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,5.4,0
20561,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,16.5,1
20562,8,0,1,2,2,2,2,3,2,0.0,0.0,1.0,17.4,0
20563,8,0,1,2,2,2,2,2,1,0.0,0.0,1.0,27.1,0
20564,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,6.5,1
20565,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,7.2,1
20566,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,7.0,0
20567,8,0,1,3,2,2,2,2,2,0.0,1.0,0.0,9.5,0
20568,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,2.9,0
20569,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,17.8,0
20570,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,13.8,0
20571,8,2,1,2,2,3,2,3,2,0.0,0.0,1.0,4.4,1
20572,8,1,1,2,2,2,3,2,2,0.0,1.0,0.0,8.4,0
20573,8,0,1,2,2,2,3,3,2,0.0,0.0,1.0,19.2,0
20574,8,1,1,2,2,2,3,2,1,0.0,0.0,1.0,8.4,0
20575,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,-3.8,0
20576,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,8.5,0
20577,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,4.7,1
20578,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,6.7,0
20579,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,9.5,1
20580,8,2,1,2,2,2,2,3,2,0.0,0.0,1.0,13.6,1
20581,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,10.2,0
20582,8,2,1,2,2,2,2,3,2,0.0,0.0,1.0,5.6,1
20583,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,6.5,1
20584,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,9.5,0
20585,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,0.9,0
20586,8,2,1,2,3,3,2,3,2,0.0,0.0,1.0,10.2,1
20587,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,2.3,0
20588,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,4.4,1
20589,8,0,1,2,2,2,2,3,2,0.0,1.0,0.0,6.3,0
20590,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,12.2,1
20591,8,1,1,3,2,3,2,2,2,0.0,0.0,1.0,7.9,0
20592,8,0,1,2,2,2,3,2,2,0.0,1.0,0.0,3.8,0
20593,8,1,1,2,3,2,2,2,2,0.0,1.0,0.0,2.9,0
20594,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,5.1,0
20595,8,0,1,2,3,2,2,2,2,0.0,0.0,1.0,2.5,0
20596,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.9,1
20597,8,0,1,2,3,2,2,2,2,0.0,1.0,0.0,4.2,0
20598,8,2,1,2,3,2,2,2,2,0.0,0.0,1.0,9.6,1
20599,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,15.9,0
20600,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.1,1
20601,8,2,1,3,2,2,2,2,2,0.0,0.0,1.0,5.8,1
20602,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,6.5,0
20603,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,3.5,0
20604,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,0.7,0
20605,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.5,1
20606,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,4.6,0
20607,8,2,1,2,2,3,2,2,1,0.0,0.0,1.0,4.8,1
20608,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,7.9,0
20609,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,4.1,1
20610,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,10.4,0
20611,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,17.0,0
20612,8,2,1,2,2,2,2,3,2,0.0,0.0,1.0,5.3,1
20613,8,0,1,2,2,2,3,2,2,0.0,0.0,1.0,9.4,0
20614,8,0,1,3,2,2,2,2,2,0.0,0.0,1.0,6.0,0
20615,8,2,1,2,2,3,2,2,1,0.0,0.0,1.0,6.5,1
20616,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,2.9,1
20617,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,10.7,1
20618,8,0,1,2,2,2,3,2,2,0.0,1.0,0.0,1.7,0
20619,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,2.4,0
20620,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,-2.9,0
20621,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,7.2,0
20622,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,6.5,0
20623,8,0,1,3,2,2,2,2,2,0.0,0.0,1.0,27.5,0
20624,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,7.3,0
20625,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,5.7,1
20626,8,2,1,3,3,3,2,2,1,0.0,0.0,1.0,9.4,1
20627,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,7.1,0
20628,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.2,1
20629,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.6,1
20630,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,9.9,0
20631,8,1,1,2,2,2,3,2,2,0.0,0.0,1.0,14.6,0
20632,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,4.0,0
20633,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,11.6,0
20634,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.6,0
20635,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,1.7,1
20636,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,7.4,0
20637,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,6.6,0
20638,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.8,1
20639,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.3,1
20640,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.0,1
20641,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.8,1
20642,8,2,1,2,2,3,2,2,1,0.0,0.0,1.0,12.5,1
20643,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,3.8,0
20644,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,5.8,0
20645,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,11.5,1
20646,8,0,1,2,2,2,3,2,2,0.0,1.0,0.0,5.9,0
20647,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,5.5,1
20648,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,9.4,0
20649,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,6.6,1
20650,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,10.8,0
20651,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,4.4,0
20652,8,2,1,2,3,2,2,2,2,0.0,0.0,1.0,5.7,1
20653,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,7.7,0
20654,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,14.6,0
20655,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,10.0,1
20656,8,1,1,2,2,2,2,3,2,0.0,0.0,1.0,22.5,0
20657,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,7.6,0
20658,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,7.8,0
20659,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,8.7,1
20660,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,-1.8,0
20661,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,4.8,0
20662,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,3.7,1
20663,8,0,1,2,2,2,2,3,2,0.0,0.0,1.0,9.6,0
20664,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,8.7,1
20665,8,0,1,2,2,2,3,2,2,0.0,1.0,0.0,11.0,0
20666,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,3.9,1
20667,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,8.0,1
20668,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,4.0,1
20669,8,1,1,2,2,2,3,2,2,0.0,0.0,1.0,5.0,0
20670,8,2,1,2,3,2,3,2,2,0.0,0.0,1.0,7.0,1
20671,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,6.6,0
20672,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,5.6,0
20673,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,7.7,0
20674,8,2,1,2,2,2,3,3,2,0.0,0.0,1.0,6.5,1
20675,8,0,1,2,2,2,3,2,2,0.0,0.0,1.0,38.1,0
20676,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,4.3,0
20677,8,1,1,2,2,2,2,3,2,0.0,1.0,0.0,1.9,0
20678,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.6,1
20679,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,20.6,0
20680,8,0,1,2,2,2,3,2,2,0.0,0.0,1.0,7.3,0
20681,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,8.3,0
20682,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,8.5,1
20683,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,3.8,0
20684,8,2,1,2,3,2,2,2,2,0.0,0.0,1.0,11.1,1
20685,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,8.4,1
20686,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,3.6,1
20687,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,3.6,0
20688,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,10.4,0
20689,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.3,1
20690,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,11.9,0
20691,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,8.7,0
20692,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.5,1
20693,8,1,1,2,3,3,2,2,2,0.0,0.0,1.0,9.0,0
20694,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,6.9,0
20695,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,-1.1,0
20696,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,2.8,0
20697,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.4,1
20698,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,8.4,0
20699,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,4.9,0
20700,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,7.1,0
20701,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,6.2,0
20702,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,10.8,0
20703,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,6.5,0
20704,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,3.7,1
20705,8,1,1,2,2,3,2,3,2,0.0,0.0,1.0,10.5,0
20706,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,9.6,0
20707,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,9.0,0
20708,8,2,1,2,2,2,3,2,2,0.0,0.0,1.0,4.1,1
20709,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,7.7,0
20710,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,2.4,1
20711,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,6.4,0
20712,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,12.4,1
20713,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,10.8,0
20714,8,2,1,2,2,2,2,3,2,0.0,0.0,1.0,11.9,1
20715,8,0,1,3,2,2,3,2,2,0.0,0.0,1.0,6.9,0
20716,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,6.1,0
20717,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,14.1,0
20718,8,2,1,3,2,2,2,2,2,0.0,0.0,1.0,5.3,1
20719,8,2,1,3,2,2,2,2,2,0.0,0.0,1.0,7.3,1
20720,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,2.4,0
20721,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,17.5,0
20722,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,-0.7,0
20723,8,2,1,2,2,2,2,3,2,0.0,0.5,0.5,11.0,1
20724,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,4.4,0
20725,8,2,1,2,2,2,2,3,2,0.0,0.0,1.0,7.3,1
20726,8,2,1,2,2,2,2,3,2,0.0,0.0,1.0,5.5,1
20727,8,1,1,2,3,2,2,2,2,0.0,1.0,0.0,5.0,0
20728,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,4.2,0
20729,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,9.0,1
20730,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,9.2,0
20731,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,6.6,0
20732,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,6.9,0
20733,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,9.9,1
20734,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,8.5,0
20735,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,7.3,1
20736,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,6.4,1
20737,8,1,1,2,2,2,3,2,2,0.0,0.0,1.0,39.6,0
20738,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,8.8,0
20739,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,12.6,0
20740,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,18.1,0
20741,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,17.2,1
20742,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,23.5,0
20743,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,10.4,0
20744,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,3.4,1
20745,8,0,1,2,2,2,3,2,2,0.0,1.0,0.0,6.4,0
20746,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,-0.4,0
20747,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,8.8,1
20748,8,1,1,2,2,3,3,2,2,0.0,0.0,1.0,13.4,0
20749,8,0,1,2,2,3,2,3,2,0.0,0.0,1.0,2.1,0
20750,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,4.8,1
20751,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,12.3,1
20752,8,1,1,2,2,2,3,2,2,0.0,1.0,0.0,10.8,0
20753,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,11.2,0
20754,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,4.6,0
20755,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,8.9,0
20756,8,0,1,2,2,2,2,2,1,0.0,0.0,1.0,11.7,0
20757,8,2,1,2,2,2,3,2,2,0.0,0.0,1.0,8.5,1
20758,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,18.2,0
20759,8,2,1,3,2,2,2,2,2,0.0,0.0,1.0,11.9,1
20760,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,4.1,0
20761,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,3.8,0
20762,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,8.8,1
20763,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,10.8,0
20764,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,6.2,0
20765,8,1,1,2,3,2,2,2,2,0.0,1.0,0.0,7.1,0
20766,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,11.0,1
20767,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,10.6,1
20768,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,4.4,1
20769,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,9.7,0
20770,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,5.8,1
20771,8,1,1,2,2,2,2,3,2,0.0,1.0,0.0,5.9,0
20772,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,4.7,0
20773,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,6.3,1
20774,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,5.7,0
20775,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,10.4,0
20776,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,38.6,0
20777,8,2,1,2,2,2,3,2,2,0.0,0.0,1.0,13.8,1
20778,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,5.1,1
20779,8,1,1,2,2,2,3,2,2,0.0,1.0,0.0,16.1,0
20780,8,2,1,2,3,2,2,2,2,0.0,0.0,1.0,6.9,1
20781,8,0,1,3,3,2,2,2,2,0.0,0.0,1.0,4.6,0
20782,8,0,1,2,2,2,2,2,2,1.0,0.0,0.0,1.9,0
20783,8,1,1,2,2,3,2,3,2,0.0,0.0,1.0,5.3,0
20784,8,2,1,2,2,3,3,2,2,0.0,0.0,1.0,6.7,1
20785,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,58.0,0
20786,8,0,1,2,2,2,2,2,2,0.0,0.0,1.0,20.2,0
20787,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,4.0,1
20788,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,2.9,0
20789,8,2,1,2,2,2,3,3,2,0.0,1.0,0.0,5.0,1
20790,8,1,1,2,2,3,2,3,2,0.0,0.0,1.0,10.2,0
20791,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,8.6,0
20792,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.9,1
20793,8,2,1,2,3,2,2,2,2,0.0,0.0,1.0,7.3,1
20794,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,6.9,1
20795,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,0.8,0
20796,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,10.2,1
20797,8,2,1,2,2,2,2,2,2,0.0,1.0,0.0,9.3,1
20798,8,1,1,2,3,2,2,2,2,0.0,1.0,0.0,3.8,0
20799,8,0,1,3,2,2,2,2,2,0.0,0.0,1.0,19.5,0
20800,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,11.7,1
20801,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,9.2,0
20802,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,13.3,0
20803,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,12.2,1
20804,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,11.4,0
20805,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,19.2,1
20806,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,5.4,0
20807,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,11.4,1
20808,8,2,1,3,2,2,2,3,2,0.0,0.0,1.0,5.3,1
20809,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,12.8,0
20810,8,2,1,2,3,3,2,2,2,0.0,0.0,1.0,10.0,1
20811,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.3,1
20812,8,0,1,3,2,2,2,3,2,0.0,0.0,1.0,12.6,0
20813,8,0,1,2,2,2,2,3,2,0.0,0.0,1.0,9.0,0
20814,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.2,1
20815,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,12.3,0
20816,8,2,1,3,2,2,2,2,2,0.0,0.0,1.0,7.6,1
20817,8,1,1,2,2,3,2,2,2,0.0,1.0,0.0,8.3,0
20818,8,1,1,2,2,3,2,2,2,0.0,0.0,1.0,7.0,0
20819,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,7.6,0
20820,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.5,1
20821,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,8.7,1
20822,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,6.4,1
20823,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,21.3,0
20824,8,1,1,2,2,2,2,2,2,0.0,0.0,1.0,10.2,0
20825,8,1,1,2,2,2,2,2,2,0.0,1.0,0.0,2.6,0
20826,8,0,1,2,2,3,2,2,2,0.0,0.0,1.0,10.3,0
20827,8,1,1,2,3,2,3,2,2,0.0,1.0,0.0,15.3,0
20828,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,23.3,1
20829,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,2.7,0
20830,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,5.4,1
20831,8,2,1,2,2,2,2,2,2,0.0,0.0,1.0,7.3,1
20832,8,2,1,2,2,3,2,2,2,0.0,0.0,1.0,12.1,1
20833,8,0,1,2,2,2,2,2,2,0.0,1.0,0.0,10.8,0
