essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,pred_score
4999,3,2,1,2,3,3,2,2,2,0.0,0.0,1.0,27.3,1
5000,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,22.5,1
5001,3,0,1,2,2,3,2,2,1,0.0,0.0,1.0,24.7,0
5002,3,2,1,2,2,3,2,2,1,0.0,0.0,1.0,29.3,1
5003,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,19.8,0
5004,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,28.9,0
5005,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,31.1,1
5006,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,32.7,0
5007,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,29.4,0
5008,3,0,1,3,2,3,2,2,2,0.0,0.0,1.0,32.1,0
5009,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,7.9,0
5010,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.8,0
5011,3,0,1,2,2,3,2,3,2,0.0,1.0,0.0,17.8,0
5012,3,1,1,2,3,3,2,2,2,0.0,1.0,0.0,14.7,0
5013,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.1,0
5014,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,25.8,0
5015,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,32.0,1
5016,3,2,1,2,2,3,3,3,2,0.0,0.0,1.0,28.8,1
5017,3,0,1,2,2,3,2,2,2,0.0,1.0,0.0,14.3,0
5018,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.9,0
5019,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.5,0
5020,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,20.5,0
5021,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,15.4,0
5022,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,25.5,0
5023,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,27.0,0
5024,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,28.4,0
5025,3,1,1,2,2,3,3,2,2,0.0,1.0,0.0,19.2,0
5026,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,22.2,0
5027,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,21.6,1
5028,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,23.7,0
5029,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,25.3,0
5030,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,27.8,0
5031,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,33.3,0
5032,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,20.2,1
5033,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.3,0
5034,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,9.9,0
5035,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,35.8,1
5036,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,10.1,0
5037,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.7,0
5038,3,0,1,2,2,3,3,2,2,0.0,1.0,0.0,6.8,0
5039,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,29.7,0
5040,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,42.0,0
5041,3,0,1,2,2,3,2,2,1,0.0,0.0,1.0,22.5,0
5042,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,9.4,0
5043,3,0,1,2,2,3,2,2,2,1.0,0.0,0.0,-1.1,0
5044,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,30.9,1
5045,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,27.4,1
5046,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,23.4,0
5047,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,35.1,0
5048,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,26.2,0
5049,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,26.6,1
5050,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,37.4,0
5051,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,37.6,0
5052,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,26.0,1
5053,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,17.6,0
5054,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,18.0,0
5055,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,26.7,1
5056,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,31.3,0
5057,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,13.8,1
5058,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,43.6,0
5059,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,17.4,0
5060,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.7,0
5061,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.9,0
5062,3,0,1,3,2,3,2,2,2,0.0,0.0,1.0,18.6,0
5063,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.0,0
5064,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.6,0
5065,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,36.2,0
5066,3,1,1,3,2,3,2,2,2,0.0,0.0,1.0,17.7,0
5067,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,20.5,0
5068,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,25.6,0
5069,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,32.2,0
5070,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,12.1,1
5071,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,11.2,0
5072,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,27.6,1
5073,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,18.1,0
5074,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,19.7,0
5075,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,19.9,0
5076,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,33.6,0
5077,3,2,1,2,2,3,2,2,2,0.0,1.0,0.0,14.8,1
5078,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,28.5,1
5079,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,24.8,0
5080,3,2,1,2,2,3,2,2,1,0.0,0.0,1.0,29.4,1
5081,3,2,1,2,3,3,2,2,2,0.0,0.0,1.0,20.2,1
5082,3,2,1,2,2,3,3,2,2,0.0,0.0,1.0,16.5,1
5083,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,32.2,0
5084,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.2,0
5085,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,19.5,0
5086,3,1,1,3,2,3,2,2,2,0.0,0.0,1.0,20.9,0
5087,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,18.2,0
5088,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,8.5,1
5089,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,18.6,0
5090,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.2,0
5091,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,14.9,0
5092,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,12.4,0
5093,3,2,1,3,2,3,3,2,2,0.0,0.0,1.0,27.3,1
5094,3,1,1,3,2,3,2,2,2,0.0,0.0,1.0,23.0,0
5095,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,35.6,0
5096,3,1,1,2,3,3,2,2,2,0.0,1.0,0.0,16.2,0
5097,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,27.6,1
5098,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,25.0,0
5099,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,26.1,0
5100,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,19.8,0
5101,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,30.4,0
5102,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,30.0,0
5103,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,22.1,1
5104,3,1,1,3,3,3,3,3,2,0.0,0.0,1.0,30.1,0
5105,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,26.4,0
5106,3,0,1,2,2,3,3,3,2,0.0,0.0,1.0,25.6,0
5107,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,40.0,0
5108,3,0,1,2,2,3,3,2,1,0.0,1.0,0.0,16.3,0
5109,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,26.0,0
5110,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.2,0
5111,3,2,1,2,2,3,3,2,2,0.0,0.0,1.0,29.6,1
5112,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,31.3,0
5113,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,34.4,1
5114,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,46.0,0
5115,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,23.8,0
5116,3,1,1,3,2,3,3,2,2,0.0,0.0,1.0,24.3,0
5117,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.4,0
5118,3,0,1,2,2,3,2,2,2,0.0,1.0,0.0,13.0,0
5119,3,0,1,2,3,3,3,3,2,0.0,1.0,0.0,18.5,0
5120,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,31.1,0
5121,3,0,1,3,3,3,2,2,2,0.0,0.0,1.0,28.9,0
5122,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,23.5,0
5123,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.1,0
5124,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,39.5,0
5125,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.7,0
5126,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,25.6,0
5127,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,13.4,0
5128,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,20.7,0
5129,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,19.1,0
5130,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,22.2,0
5131,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,17.9,0
5132,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.2,0
5133,3,1,1,3,3,3,2,2,2,0.0,0.0,1.0,28.1,0
5134,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,29.1,0
5135,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,35.8,0
5136,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.4,0
5137,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,10.0,0
5138,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.1,0
5139,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.5,0
5140,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,26.0,1
5141,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,12.1,0
5142,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,19.5,1
5143,3,1,1,2,3,3,2,2,1,0.0,0.0,1.0,30.2,0
5144,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,11.3,0
5145,3,1,1,2,2,3,3,2,2,0.0,1.0,0.0,16.6,0
5146,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,28.5,0
5147,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.4,0
5148,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,29.3,0
5149,3,2,1,2,3,3,2,2,2,0.0,1.0,0.0,10.1,1
5150,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.0,0
5151,3,2,1,3,2,3,2,2,2,0.0,0.0,1.0,32.1,1
5152,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,37.6,0
5153,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.9,0
5154,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,20.1,0
5155,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,19.9,0
5156,3,2,1,3,2,3,2,2,2,0.0,0.0,1.0,19.4,1
5157,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,27.7,0
5158,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,29.1,1
5159,3,0,1,3,2,3,2,2,2,0.0,0.0,1.0,41.4,0
5160,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,12.3,0
5161,3,2,1,2,2,3,2,2,1,0.0,0.0,1.0,15.7,1
5162,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,20.9,0
5163,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,31.2,0
5164,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.1,0
5165,3,0,1,2,2,3,2,2,2,0.0,1.0,0.0,13.7,0
5166,3,0,1,2,2,3,2,2,1,0.0,0.0,1.0,27.8,0
5167,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,27.0,0
5168,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,41.6,0
5169,3,1,1,3,2,3,2,3,2,0.0,0.0,1.0,18.1,0
5170,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,30.8,0
5171,3,2,1,2,2,3,2,2,1,0.0,0.0,1.0,35.8,1
5172,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,31.2,1
5173,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,19.3,0
5174,3,2,1,2,2,3,3,2,2,0.0,1.0,0.0,17.5,1
5175,3,2,1,3,2,3,2,3,1,0.0,0.0,1.0,40.6,1
5176,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.9,0
5177,3,0,1,2,2,3,2,2,2,0.0,1.0,0.0,11.2,0
5178,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.4,0
5179,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,26.5,0
5180,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,33.3,0
5181,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.1,0
5182,3,1,1,3,2,3,2,2,2,0.0,0.0,1.0,29.2,0
5183,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,11.2,0
5184,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,10.1,0
5185,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,28.2,0
5186,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,27.0,0
5187,3,2,1,2,2,3,3,2,2,0.0,0.5,0.5,20.2,1
5188,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,19.3,0
5189,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.6,0
5190,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,36.5,0
5191,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,30.1,0
5192,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,25.6,0
5193,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,18.8,0
5194,3,1,1,3,2,3,2,2,2,0.0,0.0,1.0,21.3,0
5195,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,28.1,0
5196,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,34.5,0
5197,3,0,1,2,2,3,3,2,2,0.0,0.0,1.0,31.2,0
5198,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,36.9,0
5199,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,26.2,0
5200,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,43.9,1
5201,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,31.6,0
5202,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,14.6,0
5203,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.9,0
5204,3,1,1,3,2,3,2,2,2,0.0,0.0,1.0,39.3,0
5205,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.0,0
5206,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,36.3,0
5207,3,2,1,2,2,3,2,3,2,0.0,0.0,1.0,31.1,0
5208,3,1,1,2,3,3,2,2,2,0.0,1.0,0.0,20.0,0
5209,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,24.8,0
5210,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,25.9,0
5211,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,30.4,0
5212,3,1,1,2,3,3,2,3,2,0.0,0.0,1.0,38.6,0
5213,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,26.1,0
5214,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,27.8,0
5215,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.8,0
5216,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,23.4,0
5217,3,2,1,2,2,3,3,2,2,0.0,0.0,1.0,31.5,1
5218,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,16.3,0
5219,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,16.6,0
5220,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,29.1,0
5221,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,24.8,0
5222,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,13.8,1
5223,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,32.5,1
5224,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,37.2,1
5225,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,18.3,1
5226,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,33.5,0
5227,3,1,1,2,2,3,2,3,1,0.0,0.0,1.0,30.0,0
5228,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,21.9,0
5229,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,23.4,0
5230,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,33.0,0
5231,3,0,1,2,2,3,2,2,2,0.0,1.0,0.0,12.5,0
5232,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,30.2,0
5233,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,24.3,0
5234,3,1,1,3,2,3,2,2,2,0.0,0.0,1.0,20.9,0
5235,3,1,1,2,2,3,3,2,2,0.0,0.0,1.0,30.1,0
5236,3,0,1,2,2,3,2,2,2,0.0,1.0,0.0,16.0,0
5237,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,39.1,0
5238,3,1,1,2,3,3,2,2,2,0.0,0.0,1.0,24.2,0
5239,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,34.4,0
5240,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,21.7,0
5241,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,34.9,0
5242,3,2,1,3,2,3,2,3,2,0.0,0.0,1.0,37.1,1
5243,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,17.6,0
5244,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,30.3,0
5245,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,17.3,0
5246,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,27.5,1
5247,3,1,1,2,3,3,2,2,2,0.0,1.0,0.0,14.6,0
5248,3,2,1,2,2,3,3,2,2,0.0,0.0,1.0,31.5,1
5249,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,21.6,0
5250,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.4,0
5251,3,0,1,2,2,3,2,2,2,0.0,0.0,1.0,12.2,0
5252,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,29.8,1
5253,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,29.0,0
5254,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,15.5,0
5255,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.8,0
5256,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,22.1,0
5257,3,1,1,2,2,3,3,2,1,0.0,0.0,1.0,34.7,0
5258,3,0,1,3,2,3,2,2,1,0.0,0.0,1.0,15.2,0
5259,3,0,1,2,2,3,2,2,2,0.0,1.0,0.0,11.8,0
5260,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,42.9,0
5261,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,31.9,1
5262,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,20.5,0
5263,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,22.1,0
5264,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,36.3,0
5265,3,2,1,2,2,3,2,2,2,0.0,0.0,1.0,31.2,1
5266,3,2,1,2,3,3,2,2,2,0.0,0.0,1.0,41.7,1
5267,3,1,1,2,2,3,2,2,1,0.0,0.0,1.0,19.7,0
5268,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.5,0
5269,3,1,1,2,2,3,2,3,2,0.0,0.0,1.0,23.6,0
5270,3,1,1,2,2,3,2,2,2,0.0,0.0,1.0,24.5,0
5271,3,1,1,2,2,3,2,2,2,0.0,1.0,0.0,18.2,0
