essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,new_score,pred_score,prompt_relevance,total_length
17878,7,4.0,0,3,2,2,3,2,2,2,1,1,6.9,0,0,38,126
17879,7,4.0,0,2,2,2,2,2,2,1,2,1,4.7,0,0,8,44
17880,7,8.0,0,2,3,3,2,2,1,2,2,1,7.1,0,0,23,111
17881,7,6.0,0,2,2,2,2,2,2,2,1,1,6.2,0,0,51,185
17882,7,6.0,0,2,2,3,2,2,2,4,1,1,4.3,0,0,28,73
17883,7,8.0,0,3,2,3,2,2,1,2,1,1,3.9,0,0,49,216
17884,7,12.0,0,2,2,2,2,2,2,2,1,1,5.2,1,0,42,228
17885,7,4.0,0,2,2,3,2,2,2,2,2,2,12.2,0,0,45,132
17886,7,4.0,0,2,2,3,2,2,2,2,1,1,1.4,0,0,28,66
17887,7,10.0,0,2,2,3,2,2,1,1,2,1,1.7,0,0,69,252
17888,7,8.0,0,2,2,2,2,2,2,2,1,1,4.3,0,0,35,195
17889,7,4.0,0,2,2,2,2,2,2,2,1,1,3.3,0,0,33,130
17890,7,7.0,0,2,2,3,2,2,1,2,1,1,7.1,0,0,25,125
17891,7,12.0,0,2,2,2,2,2,2,1,2,1,1.3,1,0,22,64
17892,7,9.0,0,2,2,2,2,2,2,2,1,1,2.1,0,0,46,170
17893,7,8.0,0,2,2,2,3,2,2,2,1,1,3.8,0,0,23,91
17894,7,7.0,0,2,2,3,2,2,1,1,2,1,2.9,0,0,11,44
17896,7,6.0,0,2,2,2,2,2,1,2,1,1,11.4,0,0,70,306
17897,7,10.0,0,3,2,2,2,2,1,2,1,1,5.4,0,0,41,174
17898,7,8.0,0,2,2,2,2,2,1,2,1,1,4.1,0,0,49,194
17899,7,12.0,0,2,2,2,2,2,1,1,2,1,5.1,1,0,126,603
17900,7,8.0,0,2,2,2,2,2,2,4,1,1,7.5,0,0,38,157
17901,7,6.0,0,2,2,2,2,2,1,1,2,1,-1.3,0,0,27,90
17902,7,8.0,1,2,2,3,2,2,1,2,1,1,3.7,0,0,71,238
17903,7,5.0,0,2,2,2,2,2,1,2,1,1,3.2,0,0,25,83
17904,7,8.0,0,2,2,2,2,2,2,1,2,1,5.4,0,0,23,112
17905,7,4.0,0,2,2,2,2,3,1,4,4,4,32.1,0,0,31,77
17906,7,10.0,0,2,2,2,2,2,1,1,2,1,5.2,0,0,28,176
17908,7,12.0,0,2,2,3,2,3,2,2,1,1,5.3,1,0,56,190
17909,7,10.0,0,2,2,3,2,2,1,2,1,1,5.3,0,0,54,200
17910,7,8.0,0,2,2,3,2,2,1,1,2,1,2.9,0,0,57,229
17911,7,8.0,0,2,2,3,3,2,2,1,2,1,2.2,0,0,41,186
17912,7,4.0,0,2,2,2,2,2,1,2,1,1,3.6,0,0,36,173
17913,7,8.0,0,2,2,2,2,2,2,2,2,1,4.1,0,0,31,112
17914,7,6.0,1,2,2,3,2,2,2,2,2,2,12.6,0,0,24,113
17915,7,8.0,0,2,2,3,3,2,1,2,1,1,6.1,0,0,28,117
17916,7,5.0,1,2,2,2,2,2,2,4,1,1,7.2,0,0,27,87
17917,7,3.0,0,2,2,3,2,2,2,4,2,2,11.7,0,0,26,108
17918,7,8.0,1,2,2,2,2,2,1,2,2,1,6.8,0,0,29,134
17919,7,12.0,0,2,2,3,3,2,1,2,1,1,2.3,1,0,64,258
17920,7,6.0,0,2,2,2,2,2,2,1,2,1,3.6,0,0,22,71
17921,7,5.0,0,2,2,3,2,2,1,2,2,2,14.0,0,0,71,213
17922,7,9.0,0,2,2,3,3,2,1,2,1,1,3.3,0,0,32,128
17923,7,12.0,0,2,2,3,2,2,1,1,2,1,3.8,1,0,52,203
17924,7,12.0,0,2,2,2,2,2,2,1,2,1,6.9,1,0,61,318
17926,7,10.0,0,2,2,3,2,3,2,2,1,1,5.4,0,0,73,295
17927,7,3.0,1,2,2,3,2,2,1,1,2,1,3.1,0,0,41,119
17928,7,6.0,0,2,2,2,2,2,2,4,2,2,17.3,0,0,49,173
17930,7,9.0,0,3,2,3,2,2,1,2,1,1,4.0,0,0,64,224
17931,7,12.0,0,2,2,2,2,2,2,2,1,1,4.6,1,0,45,186
17932,7,12.0,0,2,3,2,2,2,1,2,1,1,5.7,1,0,88,339
17933,7,7.0,1,2,3,2,2,2,2,1,2,1,1.9,0,0,34,96
17935,7,8.0,0,2,2,3,2,2,2,2,1,1,6.3,0,0,35,126
17936,7,3.0,0,2,2,2,2,3,1,2,1,1,1.2,0,0,18,48
17937,7,5.0,0,3,2,3,2,2,2,2,1,1,3.1,0,0,27,65
17938,7,5.0,0,2,2,3,2,2,1,2,1,1,6.9,0,0,70,312
17939,7,10.0,0,2,2,2,2,2,2,1,2,1,3.7,0,0,62,252
17940,7,4.0,0,2,2,3,2,2,1,1,2,1,1.0,0,0,27,80
17941,7,7.0,1,2,2,2,2,2,1,2,2,1,7.7,0,0,36,138
17942,7,9.0,0,2,2,2,2,2,2,4,1,1,12.5,0,0,21,116
17943,7,4.0,0,2,3,2,2,2,2,2,4,2,15.0,0,0,60,167
17944,7,8.0,0,2,2,2,3,2,2,2,1,1,3.5,0,0,54,150
17945,7,10.0,0,2,3,2,2,3,1,4,1,1,12.0,0,0,34,132
17946,7,6.0,1,2,2,2,3,2,2,2,1,1,3.3,0,0,27,78
17947,7,12.0,0,2,2,2,2,2,2,1,2,1,2.3,1,0,59,335
17949,7,3.0,0,2,3,3,2,2,1,2,1,1,7.2,0,0,32,93
17950,7,6.0,0,2,2,2,2,2,1,2,1,1,2.0,0,0,20,64
17951,7,5.0,1,2,2,2,3,2,2,4,2,2,11.5,0,0,23,67
17952,7,10.0,0,2,2,2,2,2,2,2,1,1,3.8,0,0,49,204
17953,7,8.0,0,3,2,2,2,3,1,2,1,1,4.6,0,0,40,158
17954,7,7.0,0,2,2,2,2,2,2,1,2,1,2.2,0,0,43,160
17955,7,12.0,1,2,2,2,2,2,1,2,2,1,12.0,1,0,36,145
17957,7,3.0,0,2,2,2,2,2,1,2,1,1,5.9,0,0,23,80
17959,7,4.0,1,2,2,3,2,2,2,4,1,1,8.9,0,0,20,84
17961,7,8.0,0,2,2,2,2,2,2,4,1,1,6.1,0,0,40,166
17962,7,7.0,0,2,2,3,3,2,1,2,1,1,7.8,0,0,32,150
17963,7,11.0,0,2,2,2,2,2,1,3,1,1,16.7,1,0,98,465
17964,7,9.0,0,2,2,2,2,2,2,1,2,1,4.3,0,0,28,160
17965,7,6.0,0,2,2,3,2,2,2,2,1,1,4.4,0,0,54,167
17966,7,8.0,0,2,2,2,2,2,1,2,1,1,3.9,0,0,51,188
17967,7,8.0,0,2,2,2,2,2,1,2,1,1,5.2,0,0,70,309
17968,7,10.0,0,2,2,2,2,2,2,2,1,1,3.9,0,0,25,143
17969,7,8.0,0,2,2,2,2,2,2,2,1,1,6.2,0,0,34,121
17970,7,6.0,0,2,2,3,2,2,1,1,2,1,6.3,0,0,17,56
17971,7,9.0,0,2,2,2,2,2,2,2,2,1,6.7,0,0,41,267
17973,7,7.0,0,2,2,2,2,2,1,1,2,1,6.5,0,0,38,142
17974,7,8.0,0,2,2,2,2,2,1,2,1,1,2.8,0,0,40,207
17975,7,8.0,0,2,2,2,2,2,1,2,1,1,4.7,0,0,46,211
17976,7,5.0,0,2,2,3,3,2,1,2,1,1,7.1,0,0,39,115
17977,7,8.0,1,2,2,3,2,2,2,4,1,1,8.8,0,0,26,74
17978,7,4.0,0,2,3,3,2,2,2,1,2,1,-0.2,0,0,18,76
17979,7,10.0,0,2,2,2,2,2,2,4,2,2,29.6,0,0,59,135
17980,7,12.0,0,2,2,2,2,2,1,2,1,1,4.7,1,0,46,201
17981,7,6.0,0,2,2,3,2,2,1,1,2,1,5.7,0,0,39,145
17982,7,5.0,0,2,3,3,2,2,1,1,2,1,2.9,0,0,22,91
17983,7,8.0,0,2,2,2,2,2,2,2,1,1,2.9,0,0,41,145
17984,7,9.0,0,2,2,3,2,2,2,1,2,1,3.1,0,0,51,151
17985,7,5.0,0,2,2,2,2,2,1,2,1,1,3.6,0,0,32,115
17986,7,8.0,0,3,3,3,2,2,2,2,1,1,3.4,0,0,70,265
17987,7,10.0,0,2,2,2,2,2,1,2,1,1,3.8,0,0,63,215
17988,7,8.0,0,2,2,2,2,2,1,2,1,1,5.1,0,0,31,109
17989,7,7.0,0,2,2,2,2,2,2,2,1,1,2.8,0,0,18,76
17990,7,5.0,1,2,2,2,2,2,1,2,4,2,2.5,0,0,57,203
17991,7,12.0,0,3,2,3,2,2,2,1,2,1,2.8,1,0,83,347
17992,7,3.0,0,2,2,3,2,2,2,1,2,1,6.0,0,0,9,31
17993,7,9.0,0,2,2,2,3,2,2,2,1,1,6.7,0,0,40,155
17996,7,7.0,0,2,2,2,2,2,2,4,4,4,16.0,0,0,30,86
17997,7,6.0,0,2,2,3,2,2,2,4,1,1,8.7,0,0,50,199
17998,7,9.0,1,2,3,2,2,2,1,3,1,1,3.1,0,0,45,163
18000,7,10.0,1,2,2,2,3,2,1,2,1,1,4.9,0,0,70,295
18001,7,8.0,0,2,2,3,2,2,2,2,1,1,0.2,0,0,27,67
18002,7,5.0,0,2,2,3,2,2,1,2,2,1,6.3,0,0,63,218
18004,7,8.0,1,3,3,3,2,2,2,1,2,1,0.0,0,0,64,179
18005,7,11.0,0,2,2,2,2,2,1,2,1,1,4.7,1,0,47,235
18006,7,8.0,0,2,2,2,2,2,2,2,1,1,2.5,0,0,55,211
18008,7,8.0,0,2,2,3,2,2,1,2,1,1,3.9,0,0,46,134
18011,7,5.0,0,2,3,2,2,2,2,4,2,2,19.8,0,0,25,87
18012,7,9.0,1,2,2,2,2,2,1,2,1,1,10.1,0,0,52,199
18013,7,6.0,0,2,2,2,2,2,2,2,1,1,9.1,0,0,59,161
18014,7,12.0,0,3,2,2,2,2,1,1,2,1,3.9,1,0,36,144
18015,7,7.0,0,2,2,2,2,2,1,4,4,4,61.1,0,0,64,260
18016,7,12.0,0,2,2,2,2,2,1,1,2,1,4.8,1,0,48,287
18017,7,8.0,0,2,3,2,2,2,1,1,2,1,2.7,0,0,61,211
18018,7,5.0,0,2,2,2,3,2,1,1,2,1,1.6,0,0,18,70
18019,7,12.0,0,2,2,3,2,2,1,2,1,1,5.5,1,0,74,280
18020,7,7.0,0,2,2,3,2,2,1,1,2,1,1.1,0,0,32,107
18021,7,8.0,0,3,2,2,2,2,1,4,1,1,7.1,0,0,35,103
18022,7,8.0,0,2,2,2,3,2,1,2,1,1,3.9,0,0,60,298
18023,7,4.0,0,2,2,2,3,2,1,1,2,1,1.8,0,0,42,163
18025,7,11.0,0,2,2,2,2,2,1,2,2,1,7.3,1,0,53,218
18026,7,8.0,0,2,2,3,2,2,2,2,1,1,4.2,0,0,47,129
18028,7,11.0,0,2,2,3,2,2,1,2,1,1,6.7,1,0,47,197
18029,7,9.0,0,3,2,2,2,2,1,2,1,1,4.4,0,0,41,192
18030,7,10.0,0,2,2,2,2,2,1,2,1,1,6.1,0,0,76,273
18031,7,4.0,0,2,2,2,3,2,1,2,1,1,5.7,0,0,20,73
18032,7,7.0,1,2,2,2,2,2,2,2,2,1,4.8,0,0,38,100
18033,7,5.0,0,2,2,2,2,2,1,2,1,1,1.0,0,0,25,85
18034,7,12.0,0,2,2,3,2,2,1,2,1,1,5.4,1,0,94,432
18035,7,7.0,1,2,2,2,2,2,2,2,1,1,6.4,0,0,27,77
18036,7,4.0,0,2,2,3,3,2,2,4,1,1,5.4,0,0,12,51
18037,7,7.0,0,2,2,3,3,2,1,1,2,1,4.6,0,0,26,91
18038,7,12.0,0,2,2,3,3,3,2,1,2,1,3.0,1,0,53,175
18039,7,8.0,0,3,2,2,2,2,2,4,1,1,11.3,0,0,25,130
18040,7,5.0,0,2,2,2,2,2,2,4,1,1,10.2,0,0,23,60
18041,7,8.0,0,2,2,2,2,2,1,2,1,1,2.9,0,0,24,90
18042,7,8.0,1,3,2,2,2,2,2,2,1,1,5.3,0,0,37,126
18043,7,3.0,0,2,2,2,2,3,1,2,1,1,6.6,0,0,24,71
18044,7,8.0,0,2,2,2,3,2,1,1,2,1,6.7,0,0,30,144
18045,7,11.0,0,3,2,2,2,2,2,2,1,1,6.9,1,0,67,298
18046,7,4.0,0,2,2,2,2,2,2,2,2,2,12.5,0,0,22,96
18047,7,12.0,0,2,2,3,2,2,2,2,1,1,5.1,1,0,44,223
18048,7,11.0,0,2,2,2,2,2,1,2,2,1,4.8,1,0,20,110
18049,7,10.0,0,2,2,2,2,2,2,4,1,1,20.9,0,0,56,241
18050,7,4.0,0,2,2,2,2,2,1,4,4,4,27.6,0,0,26,67
18051,7,10.0,0,2,2,2,2,3,2,2,1,1,7.2,0,0,36,178
18052,7,9.0,0,2,2,2,2,2,2,4,2,2,9.5,0,0,47,208
18053,7,12.0,0,2,2,2,2,2,1,2,1,1,4.1,1,0,53,222
18054,7,8.0,1,2,2,2,2,2,1,1,2,1,10.6,0,0,44,156
18055,7,8.0,0,3,2,2,2,2,1,2,1,1,3.0,0,0,50,163
18056,7,12.0,0,3,2,2,2,2,1,2,1,1,7.3,1,0,75,351
18057,7,8.0,0,2,3,2,2,2,1,2,1,1,8.0,0,0,38,126
18058,7,9.0,0,2,2,3,2,2,2,1,2,1,2.8,0,0,46,158
18060,7,4.0,0,2,2,3,3,2,2,4,4,4,42.9,0,0,27,94
18061,7,8.0,0,2,3,2,2,3,1,2,2,1,6.3,0,0,54,217
18062,7,9.0,0,2,2,2,2,3,1,2,1,1,5.4,0,0,35,140
18064,7,9.0,0,2,2,2,3,2,1,1,2,1,1.7,0,0,50,149
18065,7,8.0,0,2,2,2,2,2,1,2,1,1,2.6,0,0,51,190
18066,7,11.0,0,2,2,2,2,2,2,2,1,1,4.3,1,0,35,213
18067,7,10.0,0,2,2,2,2,2,2,1,2,1,9.5,0,0,16,117
18068,7,12.0,1,2,2,2,2,2,1,1,2,1,3.5,1,0,86,308
18070,7,9.0,0,2,2,2,2,2,1,2,1,1,6.6,0,0,23,113
18071,7,8.0,0,2,2,2,2,3,2,2,1,1,4.3,0,0,65,215
18072,7,7.0,0,2,2,2,2,2,2,2,1,1,4.2,0,0,31,154
18073,7,10.0,0,2,2,2,2,2,2,1,2,1,5.0,0,0,31,160
18074,7,7.0,0,2,2,2,2,2,1,2,2,1,14.1,0,0,82,262
18075,7,8.0,0,2,2,2,2,2,2,2,1,1,8.7,0,0,20,167
18076,7,6.0,0,2,2,2,2,2,1,4,1,1,15.2,0,0,52,223
18077,7,10.0,1,2,2,2,2,2,2,2,1,1,3.3,0,0,60,252
18078,7,11.0,1,3,2,2,2,2,2,1,2,1,3.5,1,0,33,148
18079,7,12.0,0,2,2,2,2,2,1,2,2,1,5.2,1,0,108,373
18080,7,5.0,0,2,2,2,2,2,1,2,1,1,12.8,0,0,41,176
18081,7,11.0,1,2,2,2,2,2,1,2,2,1,3.6,1,0,55,173
18082,7,7.0,0,2,2,3,2,2,2,4,4,4,29.9,0,0,33,139
18083,7,9.0,0,2,2,2,3,2,1,2,1,1,3.0,0,0,36,112
18084,7,7.0,1,2,2,2,2,2,2,2,1,1,9.0,0,0,27,143
18086,7,8.0,0,2,2,2,2,2,1,2,1,1,3.5,0,0,27,102
18087,7,9.0,0,2,3,2,2,2,1,1,2,1,3.7,0,0,43,165
18088,7,3.0,0,2,2,3,2,2,1,4,1,1,10.8,0,0,6,26
18089,7,11.0,0,3,2,2,3,2,2,1,2,1,6.4,1,0,47,208
18090,7,10.0,0,3,2,2,2,3,1,2,4,2,36.6,0,0,81,334
18091,7,3.0,1,2,2,2,2,2,2,4,4,4,18.4,0,0,16,47
18092,7,9.0,1,2,2,2,3,2,1,2,1,1,6.3,0,0,33,88
18093,7,8.0,1,3,2,2,3,2,1,2,1,1,1.7,0,0,32,104
18094,7,9.0,0,2,3,3,2,2,2,1,2,1,2.7,0,0,36,150
18095,7,6.0,0,2,2,3,3,3,2,2,1,1,2.7,0,0,63,195
18096,7,8.0,0,2,2,2,2,2,2,2,1,1,6.3,0,0,39,150
18097,7,9.0,0,2,2,2,2,2,2,1,2,1,2.7,0,0,41,127
18098,7,11.0,0,3,2,2,2,2,2,2,1,1,3.9,1,0,43,235
18099,7,8.0,0,2,2,2,2,2,2,1,2,1,4.6,0,0,35,216
18100,7,8.0,0,3,2,2,2,2,2,2,1,1,3.7,0,0,82,294
18102,7,5.0,0,2,2,3,2,2,1,2,1,1,1.4,0,0,19,53
18103,7,6.0,0,2,2,2,2,2,1,1,2,1,8.4,0,0,33,175
18105,7,8.0,0,2,2,2,2,2,2,2,1,1,6.6,0,0,35,159
18106,7,8.0,0,2,2,2,2,2,1,2,1,1,11.6,0,0,68,288
18107,7,8.0,0,2,2,2,2,2,2,4,1,1,4.5,0,0,41,171
18108,7,5.0,0,2,2,2,2,2,1,4,4,4,48.0,0,0,25,105
18109,7,4.0,0,2,2,3,2,2,1,4,4,4,13.9,0,0,16,39
18110,7,8.0,0,3,2,2,2,2,2,2,1,1,5.6,0,0,111,386
18112,7,8.0,0,2,2,2,2,2,1,1,2,1,4.9,0,0,23,96
18114,7,10.0,0,2,2,2,2,2,1,2,1,1,6.4,0,0,43,155
18115,7,8.0,0,2,2,2,2,2,1,2,1,1,6.3,0,0,47,163
18116,7,9.0,0,2,2,3,2,2,1,2,1,1,7.7,0,0,38,184
18117,7,8.0,0,2,2,2,2,2,2,2,1,1,4.4,0,0,50,146
18118,7,6.0,0,2,2,3,3,2,1,2,2,1,12.2,0,0,70,239
18119,7,8.0,0,2,2,3,2,2,1,2,2,1,18.2,0,0,65,295
18120,7,10.0,0,3,2,2,2,2,2,2,1,1,5.2,0,0,35,148
18121,7,6.0,1,2,2,3,2,2,2,1,2,1,3.2,0,0,45,157
18123,7,6.0,0,2,2,2,2,2,1,2,1,1,11.0,0,0,28,105
18124,7,8.0,0,2,2,2,2,2,1,2,1,1,5.1,0,0,33,167
18126,7,4.0,0,2,2,2,2,2,1,4,1,1,6.6,0,0,16,44
18127,7,8.0,0,2,2,3,2,2,2,2,1,1,7.0,0,0,90,275
18128,7,8.0,0,2,2,3,2,2,1,4,1,1,7.0,0,0,30,133
18129,7,7.0,0,2,2,3,2,2,2,2,1,1,3.2,0,0,31,122
18130,7,8.0,0,2,2,2,2,2,1,2,1,1,7.2,0,0,21,124
18131,7,7.0,0,2,2,2,2,2,1,1,2,1,8.5,0,0,31,90
18132,7,8.0,0,2,2,3,2,2,2,2,1,1,2.0,0,0,49,211
18133,7,8.0,0,2,2,2,2,2,1,1,2,1,3.3,0,0,7,27
18134,7,7.0,0,2,2,3,2,2,1,2,1,1,3.9,0,0,46,160
18135,7,4.0,0,2,2,3,2,2,1,2,1,1,7.5,0,0,33,130
18136,7,7.0,0,2,2,3,2,2,2,4,1,1,10.2,0,0,14,60
18137,7,7.0,0,2,2,2,2,2,1,4,1,1,4.0,0,0,21,96
18138,7,7.0,0,2,2,2,2,2,2,1,2,1,2.3,0,0,86,389
18140,7,9.0,0,2,2,2,2,2,1,2,1,1,4.6,0,0,30,134
18141,7,7.0,0,2,3,2,2,2,1,2,2,1,2.0,0,0,100,329
18142,7,9.0,1,3,2,2,2,2,1,2,1,1,6.3,0,0,49,319
18143,7,7.0,0,2,2,3,2,2,1,2,1,1,8.0,0,0,38,168
18144,7,8.0,0,2,2,3,2,2,1,2,1,1,5.5,0,0,37,127
18146,7,9.0,0,2,2,2,2,2,1,2,1,1,5.8,0,0,55,291
18147,7,8.0,0,3,2,2,2,2,1,2,2,1,6.9,0,0,32,122
18148,7,10.0,0,2,2,2,2,2,2,2,1,1,5.0,0,0,52,202
18149,7,4.0,0,2,2,3,2,2,1,4,1,1,10.7,0,0,5,30
18150,7,6.0,0,2,2,2,2,2,2,2,1,1,5.9,0,0,38,124
18151,7,7.0,0,2,2,2,2,2,2,2,1,1,3.9,0,0,42,149
18152,7,3.0,0,2,2,3,2,2,1,4,1,1,11.8,0,0,7,27
18153,7,12.0,0,2,2,2,2,2,2,2,1,1,5.8,1,0,53,309
18154,7,8.0,0,3,2,2,2,2,1,1,2,1,0.8,0,0,19,61
18156,7,9.0,0,2,2,2,2,2,2,2,2,1,10.3,0,0,19,109
18159,7,9.0,0,2,2,3,2,2,1,2,1,1,5.8,0,0,32,138
18160,7,12.0,0,2,2,2,2,2,2,2,1,1,2.3,1,0,69,200
18161,7,2.0,0,2,2,2,2,2,1,4,4,4,9.1,0,0,21,104
18162,7,8.0,0,2,2,2,2,2,1,2,1,1,3.2,0,0,74,278
18163,7,8.0,0,2,2,3,2,2,2,2,1,1,4.4,0,0,48,131
18164,7,11.0,0,2,2,2,3,2,1,2,1,1,6.6,1,0,55,194
18165,7,8.0,0,2,2,2,2,2,2,2,1,1,4.7,0,0,59,276
18166,7,8.0,0,2,2,2,2,2,2,2,2,1,4.1,0,0,41,190
18167,7,2.0,0,2,2,2,2,2,1,1,2,1,12.8,0,0,14,43
18168,7,8.0,0,2,2,2,2,2,1,1,2,1,3.3,0,0,28,133
18169,7,8.0,0,2,2,2,2,2,2,2,1,1,3.5,0,0,108,345
18170,7,6.0,0,2,3,3,3,2,2,2,1,1,2.8,0,0,64,217
18171,7,8.0,0,2,2,2,2,2,2,1,3,1,6.1,0,0,22,154
18172,7,11.0,0,2,2,2,2,3,1,1,2,1,0.9,1,0,79,285
18173,7,6.0,0,2,2,3,2,2,2,1,2,1,0.6,0,0,38,122
18174,7,12.0,0,2,2,2,2,2,2,2,1,1,4.7,1,0,60,311
18175,7,10.0,0,2,2,2,2,2,1,2,1,1,7.0,0,0,101,432
18177,7,5.0,0,2,2,3,2,2,1,2,1,1,1.2,0,0,21,74
18178,7,11.0,0,2,2,2,3,2,2,2,1,1,5.8,1,0,89,367
18179,7,3.0,0,2,2,3,2,2,1,2,1,1,1.9,0,0,10,39
18180,7,9.0,0,3,2,2,2,2,2,1,2,1,2.6,0,0,26,119
18181,7,9.0,0,2,2,2,2,2,2,1,2,1,3.2,0,0,47,161
18182,7,8.0,0,2,2,2,2,2,2,2,1,1,5.2,0,0,52,205
18183,7,8.0,0,2,2,2,2,3,2,2,1,1,6.3,0,0,38,170
18184,7,3.0,0,3,2,3,2,2,1,1,4,1,1.1,0,0,10,43
18185,7,7.0,0,2,2,3,2,2,1,2,1,1,8.0,0,0,26,122
18186,7,6.0,0,2,2,2,3,2,1,1,2,1,2.1,0,0,65,211
18187,7,12.0,0,2,2,2,2,2,1,2,1,1,5.0,1,0,56,307
18189,7,11.0,0,2,2,2,2,2,1,2,1,1,3.0,1,0,41,239
18190,7,6.0,0,2,2,2,2,2,1,2,1,1,5.6,0,0,32,121
18191,7,8.0,0,3,2,2,2,2,1,2,2,1,4.8,0,0,24,101
18192,7,8.0,0,2,2,2,2,2,1,1,2,1,2.2,0,0,33,165
18193,7,6.0,0,2,2,2,2,2,2,2,1,1,3.1,0,0,37,129
18194,7,7.0,1,2,2,2,2,2,2,2,1,1,6.9,0,0,50,184
18195,7,5.0,0,3,3,2,3,2,2,2,2,2,14.9,0,0,91,318
18196,7,3.0,0,2,2,3,2,2,1,4,4,4,57.1,0,0,30,122
18197,7,8.0,0,2,2,2,2,2,2,2,1,1,3.0,0,0,35,124
18198,7,9.0,0,3,3,2,2,2,2,4,1,1,6.0,0,0,68,248
18200,7,11.0,0,3,2,2,2,2,1,2,2,1,10.9,1,0,67,288
18201,7,9.0,0,2,2,2,2,2,2,1,2,1,2.8,0,0,40,195
18202,7,9.0,1,3,2,2,2,2,1,2,1,1,4.9,0,0,41,200
18203,7,3.0,1,2,2,3,2,2,1,4,1,1,1.0,0,0,8,27
18205,7,12.0,0,2,2,2,2,2,1,2,1,1,4.8,1,0,60,257
18206,7,8.0,0,2,2,2,2,2,1,2,2,1,13.2,0,0,35,129
18207,7,6.0,1,2,2,2,2,2,1,2,1,1,8.5,0,0,69,244
18208,7,8.0,0,2,2,2,2,2,2,1,2,1,2.2,0,0,30,123
18209,7,8.0,0,2,2,2,2,2,1,2,2,2,17.3,0,0,42,174
18210,7,10.0,0,2,2,2,2,2,1,2,1,1,2.9,0,0,41,157
18211,7,9.0,0,2,2,2,2,2,2,3,1,1,8.8,0,0,46,222
18212,7,5.0,0,2,2,3,2,2,1,1,2,1,3.4,0,0,32,114
