essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,new_score,pred_score,prompt_relevance
6000,3,2.0,0,2,2,2,2,2,2,0.14285714285714285,0.8571428571428571,0.0,9.5,0,0,77
6001,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.0,0,0,48
6002,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.7,0,0,81
6003,3,3.0,1,2,2,3,2,2,2,0.1111111111111111,0.8888888888888888,0.0,9.8,1,0,125
6004,3,1.0,1,2,2,3,2,2,2,0.0,0.0,1.0,16.5,0,0,25
6005,3,3.0,0,2,2,3,2,2,2,0.4166666666666667,0.5833333333333334,0.0,6.7,1,0,114
6006,3,2.0,1,2,3,3,2,3,2,0.3333333333333333,0.6666666666666666,0.0,7.4,0,0,67
6007,3,2.0,0,3,2,3,2,2,2,0.125,0.875,0.0,9.0,0,0,82
6008,3,1.0,0,2,2,2,2,2,2,0.3333333333333333,0.5555555555555556,0.1111111111111111,7.6,0,0,88
6010,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.5,0,0,68
6011,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.9,0,0,10
6012,3,0.0,0,2,2,3,3,2,2,0.4,0.4,0.2,7.3,0,0,53
6013,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,10.1,0,0,27
6014,3,3.0,1,2,2,3,2,2,2,0.14285714285714285,0.8571428571428571,0.0,11.2,1,0,88
6015,3,2.0,0,2,2,3,2,2,1,0.14285714285714285,0.8571428571428571,0.0,9.1,0,0,80
6016,3,3.0,1,3,2,3,2,2,2,0.0,1.0,0.0,8.8,1,0,133
6017,3,1.0,0,2,3,3,3,2,2,0.5,0.5,0.0,3.7,0,0,50
6018,3,1.0,1,2,2,2,3,2,2,0.6666666666666666,0.0,0.3333333333333333,12.6,0,0,56
6019,3,1.0,0,2,3,3,2,2,2,0.0,1.0,0.0,6.1,0,0,50
6020,3,2.0,0,2,2,3,2,2,1,0.2,0.6,0.2,7.4,0,0,92
6021,3,1.0,0,2,2,3,2,3,2,0.6666666666666666,0.3333333333333333,0.0,4.0,0,0,36
6022,3,2.0,1,2,2,2,3,3,2,0.16666666666666666,0.6666666666666666,0.16666666666666666,7.3,0,0,91
6023,3,2.0,0,2,2,2,2,2,1,0.14285714285714285,0.8571428571428571,0.0,11.2,0,0,102
6024,3,1.0,0,3,2,3,2,2,2,0.0,1.0,0.0,8.1,0,0,47
6025,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,10.5,0,0,37
6026,3,3.0,1,3,2,3,2,2,2,0.09090909090909091,0.7272727272727273,0.18181818181818182,7.6,1,0,149
6027,3,3.0,0,2,2,2,3,2,2,0.0,0.7142857142857143,0.2857142857142857,10.9,1,0,161
6028,3,2.0,0,2,2,2,2,2,2,0.5,0.5,0.0,5.2,0,0,53
6029,3,1.0,0,2,2,2,2,2,1,0.14285714285714285,0.8571428571428571,0.0,6.9,0,0,66
6030,3,3.0,0,2,2,2,3,2,2,0.09090909090909091,0.8181818181818182,0.09090909090909091,7.6,1,0,122
6031,3,3.0,0,2,2,2,2,2,2,0.0,0.875,0.125,11.5,1,0,101
6032,3,2.0,0,2,2,3,2,2,2,0.5,0.5,0.0,5.5,0,0,46
6033,3,3.0,0,2,2,2,2,2,2,0.25,0.625,0.125,9.5,1,0,129
6034,3,2.0,0,2,2,3,2,2,2,0.2857142857142857,0.7142857142857143,0.0,10.0,0,0,88
6035,3,1.0,1,2,2,2,2,3,2,0.4,0.6,0.0,6.5,0,0,69
6036,3,2.0,0,3,2,2,2,2,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,9.6,0,0,111
6037,3,2.0,0,2,2,3,3,2,2,0.2,0.8,0.0,7.0,0,0,56
6038,3,2.0,1,2,2,3,2,2,2,0.2,0.6,0.2,13.2,0,0,94
6039,3,1.0,0,2,2,2,2,2,1,0.125,0.875,0.0,6.2,0,0,82
6040,3,1.0,0,2,2,2,2,2,2,0.25,0.75,0.0,6.7,0,0,53
6041,3,2.0,1,2,3,3,2,2,2,0.0,1.0,0.0,4.6,0,0,37
6042,3,2.0,0,2,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,8.8,0,0,62
6043,3,1.0,0,3,2,3,2,2,2,0.4,0.6,0.0,4.7,0,0,45
6044,3,1.0,0,2,2,3,2,2,2,1.0,0.0,0.0,5.2,0,0,12
6045,3,2.0,1,2,2,3,2,2,2,0.16666666666666666,0.8333333333333334,0.0,7.7,0,0,67
6046,3,1.0,0,3,2,3,2,2,2,0.16666666666666666,0.8333333333333334,0.0,8.2,0,0,71
6047,3,1.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,4.4,0,0,43
6048,3,1.0,0,2,2,2,3,3,2,0.5,0.5,0.0,3.4,0,0,96
6049,3,1.0,0,2,2,2,2,2,2,0.0,1.0,0.0,9.6,0,0,40
6050,3,3.0,0,2,3,3,2,2,2,0.05555555555555555,0.8888888888888888,0.05555555555555555,8.8,1,0,212
6051,3,1.0,0,2,3,3,2,2,1,0.2727272727272727,0.7272727272727273,0.0,5.6,0,0,117
6052,3,2.0,0,2,2,3,2,3,1,0.0,0.0,1.0,11.3,0,0,96
6053,3,1.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,8.6,0,0,40
6054,3,1.0,1,2,2,3,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.1,0,0,46
6055,3,2.0,0,2,2,2,2,2,2,0.25,0.75,0.0,4.0,0,0,90
6056,3,1.0,0,2,2,3,2,2,2,0.2857142857142857,0.7142857142857143,0.0,7.8,0,0,68
6057,3,3.0,0,2,2,3,2,2,2,0.0,0.8571428571428571,0.14285714285714285,9.1,1,0,105
6058,3,2.0,0,2,2,3,2,2,1,0.25,0.75,0.0,6.3,0,0,87
6059,3,1.0,1,3,3,3,2,3,2,0.5,0.0,0.5,12.5,0,0,31
6060,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,11.5,0,0,31
6061,3,3.0,0,2,2,3,2,2,2,0.0,0.5714285714285714,0.42857142857142855,17.2,1,0,176
6062,3,1.0,0,2,2,2,3,2,2,0.0,1.0,0.0,6.4,0,0,57
6063,3,1.0,0,2,2,3,2,2,2,0.14285714285714285,0.8571428571428571,0.0,7.9,0,0,73
6064,3,2.0,0,2,2,2,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.5,0,0,60
6065,3,2.0,0,2,2,3,2,2,1,0.14285714285714285,0.8571428571428571,0.0,6.3,0,0,75
6066,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,5.4,0,0,49
6067,3,1.0,0,2,2,3,2,2,1,0.4,0.6,0.0,5.3,0,0,43
6068,3,2.0,1,2,2,2,2,2,2,0.2,0.8,0.0,5.4,0,0,48
6069,3,1.0,1,2,2,3,2,2,2,0.2857142857142857,0.5714285714285714,0.14285714285714285,7.8,0,0,89
6070,3,2.0,0,2,2,3,2,2,2,0.0,0.75,0.25,12.2,0,0,58
6071,3,2.0,0,2,2,2,2,2,2,0.14285714285714285,0.8571428571428571,0.0,8.2,0,0,61
6072,3,2.0,0,2,2,3,2,2,2,0.2857142857142857,0.7142857142857143,0.0,4.7,0,0,63
6073,3,2.0,0,2,2,3,3,3,2,0.2727272727272727,0.7272727272727273,0.0,7.7,0,0,92
6074,3,2.0,0,2,2,3,2,2,2,0.5,0.5,0.0,3.0,0,0,50
6075,3,3.0,1,2,3,2,2,2,2,0.0,0.625,0.375,12.9,1,0,148
6076,3,1.0,1,2,2,3,2,2,2,0.3076923076923077,0.6153846153846154,0.07692307692307693,6.8,0,0,128
6077,3,1.0,0,2,2,3,2,2,2,0.2,0.8,0.0,9.8,0,0,59
6078,3,2.0,1,2,2,3,2,2,2,0.2,0.8,0.0,5.6,0,0,56
6079,3,2.0,0,2,2,2,2,2,2,0.2,0.6,0.2,11.3,0,0,89
6080,3,1.0,0,2,2,3,3,3,2,0.0,1.0,0.0,7.2,0,0,80
6081,3,2.0,1,2,2,3,2,3,2,0.25,0.75,0.0,6.9,0,0,31
6082,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,8.5,0,0,43
6083,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,7.9,0,0,18
6084,3,3.0,0,3,2,3,2,2,1,0.0,1.0,0.0,11.1,1,0,74
6085,3,3.0,0,2,3,2,2,2,2,0.0,0.6666666666666666,0.3333333333333333,15.3,1,0,145
6086,3,1.0,0,2,2,3,3,2,2,0.0,1.0,0.0,12.1,0,0,60
6087,3,2.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,5.3,0,0,53
6088,3,2.0,0,2,2,2,2,2,2,0.6666666666666666,0.3333333333333333,0.0,5.3,0,0,79
6089,3,3.0,0,2,2,2,3,2,2,0.16666666666666666,0.6666666666666666,0.16666666666666666,9.3,1,0,107
6090,3,1.0,0,2,2,3,2,2,2,0.25,0.75,0.0,8.9,0,0,58
6091,3,2.0,0,3,2,2,2,2,2,0.2857142857142857,0.5714285714285714,0.14285714285714285,10.3,0,0,88
6092,3,1.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,5.4,0,0,28
6093,3,1.0,0,2,2,3,2,2,2,0.6666666666666666,0.3333333333333333,0.0,5.2,0,0,28
6094,3,1.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,4.8,0,0,89
6095,3,3.0,0,2,2,3,2,2,2,0.0,0.9,0.1,10.7,1,0,170
6096,3,2.0,0,2,2,2,3,2,2,0.14285714285714285,0.8571428571428571,0.0,8.4,0,0,74
6097,3,1.0,0,2,2,3,2,2,2,0.0,0.0,1.0,18.6,0,0,28
6098,3,3.0,0,2,2,3,3,2,2,0.2857142857142857,0.5714285714285714,0.14285714285714285,7.1,1,0,80
6099,3,1.0,0,2,2,2,2,3,2,0.0,0.5,0.5,7.4,0,0,29
6100,3,1.0,0,2,2,3,2,2,2,0.0,0.4,0.6,12.5,0,0,126
6101,3,2.0,0,2,2,3,2,2,2,0.6363636363636364,0.36363636363636365,0.0,9.2,0,0,75
6102,3,2.0,0,3,2,2,2,2,2,0.14285714285714285,0.8571428571428571,0.0,8.5,0,0,94
6103,3,2.0,0,2,2,2,2,2,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,7.7,0,0,95
6104,3,1.0,0,2,2,3,2,3,2,0.0,1.0,0.0,10.0,0,0,23
6105,3,3.0,0,2,2,3,2,2,2,0.35294117647058826,0.6470588235294118,0.0,7.2,1,0,152
6106,3,1.0,0,2,2,2,2,2,2,0.42857142857142855,0.5714285714285714,0.0,6.0,0,0,47
6107,3,2.0,0,2,2,2,2,2,2,0.2857142857142857,0.5714285714285714,0.14285714285714285,8.8,0,0,97
6108,3,1.0,0,2,2,3,3,2,2,0.6666666666666666,0.0,0.3333333333333333,9.8,0,0,51
6109,3,2.0,0,2,2,2,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,18.4,0,0,89
6110,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,7.2,0,0,70
6111,3,2.0,0,2,2,3,2,2,2,0.0,0.8,0.2,8.3,0,0,66
6112,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.5,0,0,57
6113,3,3.0,0,2,2,3,2,2,2,0.125,0.875,0.0,9.9,1,0,105
6114,3,1.0,0,2,2,3,2,2,2,0.6666666666666666,0.3333333333333333,0.0,5.3,0,0,20
6115,3,1.0,1,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,7.0,0,0,44
6116,3,2.0,0,2,2,2,2,2,2,0.14285714285714285,0.5714285714285714,0.2857142857142857,7.5,0,0,111
6117,3,1.0,0,3,2,3,2,2,2,0.5454545454545454,0.45454545454545453,0.0,5.1,0,0,87
6118,3,3.0,0,2,2,2,2,2,2,0.0,0.3333333333333333,0.6666666666666666,4.2,1,0,110
6119,3,1.0,0,2,2,2,3,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.8,0,0,54
6120,3,2.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,4.3,0,0,71
6121,3,3.0,0,2,2,3,2,3,2,0.125,0.875,0.0,7.5,1,0,100
6122,3,2.0,0,3,3,3,2,3,2,0.2,0.8,0.0,10.3,0,0,64
6123,3,2.0,0,3,2,3,2,2,2,0.36363636363636365,0.6363636363636364,0.0,6.5,0,0,94
6124,3,2.0,0,3,2,2,2,2,2,0.14285714285714285,0.7142857142857143,0.14285714285714285,8.8,0,0,89
6125,3,2.0,0,2,2,3,2,2,1,0.0,1.0,0.0,7.5,0,0,52
6126,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.5,0,0,61
6127,3,3.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.1,1,0,133
6128,3,3.0,0,2,2,2,2,2,2,0.0,0.0,1.0,16.4,1,0,105
6129,3,2.0,0,2,2,2,2,2,1,0.3333333333333333,0.6666666666666666,0.0,6.8,0,0,74
6130,3,1.0,1,2,2,2,2,2,2,0.25,0.5,0.25,8.2,0,0,61
6131,3,1.0,0,2,2,2,2,2,2,0.25,0.75,0.0,7.2,0,0,42
6132,3,3.0,0,2,2,3,2,3,2,0.3333333333333333,0.6666666666666666,0.0,5.4,1,0,91
6133,3,1.0,0,3,2,3,2,2,2,0.0,1.0,0.0,7.0,0,0,36
6134,3,2.0,0,2,2,2,3,2,2,0.5,0.4,0.1,5.5,0,0,97
6135,3,1.0,0,2,2,3,2,2,2,0.0,0.8,0.2,6.4,0,0,69
6136,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,5.2,0,0,60
6137,3,2.0,0,2,2,3,2,2,2,0.0,0.75,0.25,17.0,0,0,107
6138,3,2.0,0,2,2,2,3,2,2,0.0,1.0,0.0,9.8,0,0,85
6139,3,2.0,0,2,2,2,2,2,2,0.42857142857142855,0.5714285714285714,0.0,5.3,0,0,68
6140,3,1.0,0,2,3,2,2,2,2,0.5,0.375,0.125,7.5,0,0,68
6141,3,2.0,0,2,2,3,2,3,2,0.16666666666666666,0.8333333333333334,0.0,7.8,0,0,55
6142,3,2.0,0,3,2,3,2,2,2,0.0,0.8333333333333334,0.16666666666666666,12.3,0,0,98
6143,3,3.0,0,2,2,3,2,3,1,0.14285714285714285,0.5714285714285714,0.2857142857142857,7.7,1,0,131
6144,3,3.0,1,2,2,3,2,2,2,0.0,0.6666666666666666,0.3333333333333333,11.5,1,0,117
6145,3,2.0,0,2,2,2,2,3,2,0.0,0.8571428571428571,0.14285714285714285,9.0,0,0,103
6146,3,2.0,0,2,2,2,2,2,2,0.1111111111111111,0.8888888888888888,0.0,8.8,0,0,91
6147,3,2.0,0,2,2,3,2,2,2,0.5,0.25,0.25,4.8,0,0,45
6148,3,1.0,1,2,2,2,2,2,2,0.5,0.5,0.0,3.7,0,0,46
6149,3,2.0,0,2,2,2,2,2,2,0.14285714285714285,0.8571428571428571,0.0,6.2,0,0,84
6150,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,10.1,0,0,79
6151,3,2.0,0,2,2,2,2,3,2,0.0,0.8,0.2,11.1,0,0,90
6152,3,2.0,0,2,2,3,2,3,2,0.16666666666666666,0.8333333333333334,0.0,8.5,0,0,81
6153,3,1.0,1,2,2,2,2,2,1,0.3333333333333333,0.6666666666666666,0.0,4.1,0,0,78
6154,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.3,0,0,13
6155,3,1.0,0,2,3,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,6.3,0,0,56
6156,3,2.0,0,2,3,3,2,2,2,0.0,1.0,0.0,9.5,0,0,83
6157,3,3.0,0,2,2,2,2,2,2,0.2,0.7,0.1,7.3,1,0,126
6158,3,2.0,0,2,2,3,2,2,1,0.16666666666666666,0.8333333333333334,0.0,7.2,0,0,133
6159,3,2.0,1,2,2,3,2,3,2,0.14285714285714285,0.7142857142857143,0.14285714285714285,8.1,0,0,95
6160,3,2.0,0,2,2,3,2,2,2,0.16666666666666666,0.6666666666666666,0.16666666666666666,9.6,0,0,84
6161,3,2.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,5.8,0,0,80
6162,3,2.0,1,2,2,3,2,2,2,0.5333333333333333,0.4666666666666667,0.0,4.1,0,0,116
6163,3,1.0,0,2,2,3,3,2,2,0.6,0.4,0.0,3.6,0,0,28
6164,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.1,0,0,82
6165,3,3.0,0,2,2,2,3,2,2,0.0,0.6666666666666666,0.3333333333333333,14.2,1,0,114
6166,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.1,0,0,18
6167,3,3.0,0,2,2,3,2,2,1,0.0,0.0,1.0,19.2,1,0,31
6168,3,2.0,1,2,2,3,3,2,2,0.0,1.0,0.0,8.4,0,0,88
6169,3,2.0,0,2,2,3,2,2,2,0.3,0.6,0.1,7.9,0,0,124
6170,3,1.0,0,2,2,3,2,2,2,0.3,0.7,0.0,4.9,0,0,104
6171,3,3.0,0,2,2,3,2,2,2,0.25,0.625,0.125,11.7,1,0,86
6172,3,2.0,0,2,2,2,3,2,2,0.0,0.8333333333333334,0.16666666666666666,8.4,0,0,98
6173,3,1.0,0,2,2,2,2,2,2,0.5,0.5,0.0,6.2,0,0,29
6174,3,1.0,0,2,2,3,2,2,2,0.2,0.8,0.0,5.5,0,0,63
6175,3,1.0,0,2,2,2,2,3,2,0.0,0.5,0.5,11.1,0,0,61
6176,3,1.0,0,2,2,3,2,2,2,0.5,0.5,0.0,4.3,0,0,79
6177,3,2.0,0,2,2,3,2,2,2,0.0,0.6666666666666666,0.3333333333333333,15.2,0,0,118
6178,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.3,0,0,68
6179,3,2.0,0,2,2,3,2,2,2,0.0,1.0,0.0,4.2,0,0,18
6180,3,3.0,0,2,2,3,3,3,2,0.375,0.625,0.0,7.3,1,0,127
6181,3,2.0,1,2,2,3,2,2,2,0.0,0.8333333333333334,0.16666666666666666,8.8,0,0,86
6182,3,2.0,0,2,2,2,2,2,2,0.0,1.0,0.0,8.2,0,0,106
6183,3,2.0,0,2,2,2,2,2,2,0.2222222222222222,0.7777777777777778,0.0,9.7,0,0,83
6184,3,1.0,0,2,2,3,2,3,2,0.4,0.6,0.0,6.7,0,0,50
6185,3,2.0,1,2,2,3,2,3,2,0.42857142857142855,0.5714285714285714,0.0,5.0,0,0,73
6186,3,1.0,0,2,2,3,2,2,2,0.2,0.8,0.0,4.2,0,0,40
6187,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,4.0,0,0,29
6188,3,0.0,0,2,2,3,2,2,2,1.0,0.0,0.0,3.6,0,0,15
6189,3,1.0,0,2,2,3,2,2,2,0.2,0.8,0.0,5.5,0,0,53
6190,3,2.0,0,2,2,3,2,2,2,0.42857142857142855,0.5714285714285714,0.0,5.8,0,0,147
6191,3,2.0,0,2,2,2,2,2,2,0.2,0.6,0.2,7.3,0,0,99
6192,3,3.0,0,2,3,2,3,2,2,0.0,0.8571428571428571,0.14285714285714285,12.4,1,0,103
6193,3,1.0,1,2,2,3,2,2,2,0.625,0.375,0.0,3.3,0,0,58
6194,3,3.0,0,2,2,2,2,2,2,0.21428571428571427,0.7857142857142857,0.0,6.9,1,0,126
6195,3,3.0,0,2,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,6.8,1,0,88
6196,3,1.0,0,2,3,3,3,2,2,0.0,0.6666666666666666,0.3333333333333333,7.7,0,0,74
6197,3,2.0,0,2,2,2,2,3,2,0.3333333333333333,0.6666666666666666,0.0,7.4,0,0,83
6198,3,2.0,0,2,2,3,2,2,2,0.1111111111111111,0.7777777777777778,0.1111111111111111,6.4,0,0,131
6199,3,2.0,0,2,2,3,2,2,2,1.0,0.0,0.0,4.3,0,0,36
6200,3,0.0,0,2,2,2,2,2,2,0.4166666666666667,0.5833333333333334,0.0,6.1,0,0,124
6201,3,1.0,1,3,2,3,2,2,2,0.0,1.0,0.0,5.0,0,0,21
6202,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,9.7,0,0,32
6203,3,3.0,0,2,3,3,2,3,2,0.5294117647058824,0.47058823529411764,0.0,5.0,1,0,122
6204,3,1.0,1,2,2,2,2,2,1,0.2222222222222222,0.6666666666666666,0.1111111111111111,8.9,0,0,138
6205,3,2.0,0,2,2,2,2,2,2,0.0,1.0,0.0,10.8,0,0,30
6206,3,0.0,0,2,2,3,2,2,2,0.6,0.4,0.0,6.9,0,0,35
6207,3,0.0,0,2,2,3,2,2,2,0.0,1.0,0.0,6.4,0,0,16
6208,3,3.0,1,2,2,2,2,2,2,0.2857142857142857,0.42857142857142855,0.2857142857142857,8.0,1,0,121
6209,3,2.0,0,2,2,3,2,2,2,0.5,0.5,0.0,4.9,0,0,61
6210,3,2.0,1,2,2,2,3,2,2,0.2,0.4,0.4,9.0,0,0,82
6211,3,1.0,0,2,2,2,2,2,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.4,0,0,60
6212,3,2.0,0,2,2,2,2,2,1,0.0,1.0,0.0,10.4,0,0,80
6213,3,1.0,0,3,2,2,2,2,2,0.3333333333333333,0.6666666666666666,0.0,8.7,0,0,37
6214,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,8.3,0,0,58
6215,3,1.0,1,2,3,3,2,2,2,0.5,0.5,0.0,7.6,0,0,34
6216,3,2.0,0,2,2,2,3,3,2,0.0,0.8571428571428571,0.14285714285714285,10.7,0,0,107
6217,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,7.3,0,0,25
6218,3,2.0,0,2,2,3,2,3,2,0.0,1.0,0.0,6.1,0,0,76
6219,3,2.0,0,2,2,2,2,2,2,0.0,0.8333333333333334,0.16666666666666666,11.9,0,0,91
6220,3,2.0,0,2,3,3,2,2,2,0.46153846153846156,0.5384615384615384,0.0,4.6,0,0,110
6221,3,2.0,0,2,2,3,2,2,2,0.2,0.6,0.2,9.8,0,0,87
6222,3,2.0,0,2,2,3,3,2,2,0.16666666666666666,0.8333333333333334,0.0,6.1,0,0,63
6223,3,3.0,0,2,2,2,2,2,2,0.1,0.9,0.0,7.9,1,0,138
6224,3,2.0,0,2,2,3,3,2,2,0.0,0.5,0.5,10.3,0,0,40
6225,3,2.0,0,2,2,2,2,2,2,0.1111111111111111,0.8888888888888888,0.0,7.1,0,0,91
6226,3,3.0,0,2,2,3,2,3,2,0.16666666666666666,0.8333333333333334,0.0,6.2,1,0,64
6227,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,12.5,0,0,49
6228,3,3.0,0,2,2,3,2,3,2,0.0,0.9,0.1,9.6,1,0,130
6229,3,1.0,1,2,2,3,2,2,2,0.0,0.0,1.0,16.2,0,0,30
6230,3,1.0,1,2,2,3,2,3,2,0.0,1.0,0.0,8.6,0,0,24
6231,3,2.0,0,2,3,3,2,2,2,0.0,0.8,0.2,9.1,0,0,67
6232,3,1.0,0,2,2,2,2,2,2,0.0,0.3333333333333333,0.6666666666666666,20.5,0,0,79
6233,3,2.0,0,2,2,3,3,2,2,0.0,1.0,0.0,8.4,0,0,13
6234,3,1.0,1,2,2,3,2,2,2,0.0,0.6666666666666666,0.3333333333333333,10.5,0,0,69
6235,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,6.7,0,0,22
6236,3,2.0,1,2,2,3,2,2,2,0.0,1.0,0.0,6.1,0,0,82
6237,3,2.0,0,2,2,2,2,2,2,0.25,0.625,0.125,5.9,0,0,119
6238,3,0.0,1,2,2,3,2,2,2,1.0,0.0,0.0,3.6,0,0,21
6239,3,3.0,0,2,2,2,2,2,2,0.14285714285714285,0.7142857142857143,0.14285714285714285,13.3,1,0,97
6240,3,2.0,0,2,2,2,2,2,1,0.1111111111111111,0.8888888888888888,0.0,7.2,0,0,100
6241,3,1.0,0,2,2,3,2,2,2,0.0,1.0,0.0,7.8,0,0,33
6242,3,1.0,1,2,2,3,2,2,2,0.0,1.0,0.0,10.4,0,0,10
6243,3,2.0,0,2,2,3,2,2,2,0.3333333333333333,0.6666666666666666,0.0,8.9,0,0,96
6244,3,1.0,0,2,2,3,2,2,2,0.14285714285714285,0.8571428571428571,0.0,6.5,0,0,65
6245,3,3.0,0,2,2,2,3,2,2,0.36363636363636365,0.5454545454545454,0.09090909090909091,6.0,1,0,118
6246,3,1.0,0,2,2,2,2,2,2,0.16666666666666666,0.5,0.3333333333333333,7.7,0,0,109
6247,3,3.0,0,3,2,2,2,2,2,0.16666666666666666,0.5,0.3333333333333333,7.9,1,0,97
6248,3,1.0,0,2,2,3,3,2,2,0.0,1.0,0.0,12.5,0,0,58
6249,3,3.0,0,2,2,2,2,2,2,0.23076923076923078,0.7692307692307693,0.0,9.0,1,0,125
6250,3,2.0,0,2,2,3,3,2,1,0.3125,0.6875,0.0,7.5,0,0,150
6251,3,1.0,0,2,2,3,2,2,2,0.0,0.5,0.5,9.6,0,0,51
6252,3,1.0,0,2,2,2,2,2,1,0.25,0.75,0.0,5.8,0,0,49
6253,3,2.0,0,2,2,3,2,2,2,0.0,0.8571428571428571,0.14285714285714285,10.4,0,0,112
