essay_id,set,score,org_score,pos_adjadv,pos_noun,pos_pronoun,pos_verb,pos_other,pos_nums,complex_short,complex_medium,complex_long,vocab_level,new_score,pred_score,prompt_relevance,total_length
4214,2,4.0,0,2,2,3,2,2,1,2,1,1,6.7,0,0,138,456
4215,2,4.0,1,2,2,3,3,2,1,4,1,1,10.1,0,0,94,251
4216,2,3.0,0,3,2,3,2,2,1,2,1,1,6.1,0,0,48,161
4217,2,6.0,0,3,2,3,2,2,1,2,1,1,6.5,1,0,261,1042
4218,2,4.0,0,2,2,3,2,2,1,2,1,1,5.8,0,0,123,371
4219,2,5.0,0,2,2,2,2,3,1,2,1,1,9.4,1,0,272,824
4220,2,4.0,1,2,2,2,2,2,1,3,1,1,9.6,0,0,163,442
4221,2,2.0,0,2,2,3,3,2,2,3,1,1,8.3,0,0,79,304
4222,2,4.0,0,3,2,2,2,2,2,4,1,1,9.3,0,0,248,707
4223,2,3.0,0,2,2,2,2,2,2,2,1,1,7.9,0,0,116,328
4224,2,3.0,0,2,2,3,2,2,1,2,1,1,6.8,0,0,90,298
4225,2,3.0,0,3,2,3,2,2,1,4,1,1,10.8,0,0,227,730
4226,2,4.0,0,2,2,2,3,2,2,2,1,1,9.7,0,0,183,616
4227,2,4.0,1,2,3,3,2,3,1,2,1,1,8.7,0,0,128,324
4228,2,4.0,0,2,2,2,2,2,1,2,1,1,10.1,0,0,116,384
4229,2,4.0,0,2,2,3,2,2,1,3,1,1,12.6,0,0,89,325
4230,2,4.0,0,2,2,2,3,2,2,2,1,1,8.1,0,0,157,516
4231,2,2.0,0,2,2,2,2,2,1,2,1,1,5.5,0,0,59,155
4232,2,4.0,0,2,2,3,2,2,2,2,1,1,9.0,0,0,181,575
4233,2,3.0,0,2,2,2,2,2,1,2,1,1,8.3,0,0,55,237
4234,2,3.0,0,2,2,3,2,2,1,2,1,1,5.3,0,0,62,235
4235,2,3.0,0,2,2,3,2,2,1,3,1,1,9.7,0,0,87,275
4236,2,2.0,0,2,2,3,2,2,1,4,1,1,8.6,0,0,40,115
4237,2,3.0,0,3,2,3,2,2,1,2,1,1,9.1,0,0,66,230
4238,2,3.0,0,3,2,3,3,2,1,4,1,1,7.3,0,0,121,314
4239,2,3.0,0,2,2,2,2,2,2,2,1,1,6.4,0,0,146,388
4240,2,2.0,0,2,2,2,2,3,2,2,1,1,9.6,0,0,50,138
4241,2,4.0,1,2,2,3,2,2,2,2,1,1,7.8,0,0,211,588
4242,2,3.0,0,2,2,2,2,2,1,4,1,1,12.3,0,0,90,298
4243,2,3.0,0,2,2,2,2,2,1,4,4,4,25.4,0,0,90,281
4244,2,4.0,0,2,2,3,2,3,2,2,1,1,8.6,0,0,131,425
4245,2,2.0,1,3,2,3,2,2,2,2,1,1,8.5,0,0,51,175
4246,2,4.0,0,3,2,3,2,2,1,2,1,1,7.7,0,0,134,481
4247,2,2.0,0,2,2,3,2,2,1,4,1,1,11.8,0,0,65,235
4248,2,4.0,0,2,2,3,2,2,2,2,1,1,6.9,0,0,120,402
4249,2,3.0,0,2,2,3,2,2,2,2,1,1,9.8,0,0,109,393
4250,2,5.0,0,2,3,2,3,2,2,2,1,1,9.9,1,0,183,641
4251,2,4.0,0,2,3,2,2,3,2,2,1,1,6.5,0,0,113,310
4252,2,4.0,0,2,3,3,2,2,1,4,1,1,11.1,0,0,147,491
4253,2,1.0,0,2,2,3,3,2,1,4,2,2,21.7,0,0,72,228
4254,2,4.0,0,2,2,2,2,2,1,3,1,1,10.5,0,0,275,965
4255,2,3.0,0,2,2,3,2,2,1,3,1,1,8.0,0,0,63,226
4256,2,3.0,0,2,2,3,2,2,2,2,1,1,10.7,0,0,179,473
4257,2,4.0,0,2,3,3,2,2,1,2,1,1,8.2,0,0,149,429
4258,2,2.0,0,2,2,2,2,2,1,2,1,1,16.8,0,0,77,199
4259,2,3.0,0,2,2,3,2,2,2,2,1,1,6.4,0,0,112,382
4260,2,3.0,0,3,2,3,2,2,2,2,1,1,5.9,0,0,136,423
4261,2,4.0,0,3,2,2,2,3,1,2,1,1,11.2,0,0,168,614
4262,2,4.0,0,2,2,2,3,2,1,1,2,1,6.3,0,0,124,352
4263,2,3.0,0,2,2,3,2,2,1,3,1,1,10.1,0,0,151,422
4264,2,2.0,0,2,2,3,2,2,1,4,2,2,31.5,0,0,79,210
4265,2,4.0,0,2,2,3,2,3,2,2,1,1,10.0,0,0,169,576
4266,2,3.0,0,3,2,2,2,2,2,4,1,1,13.8,0,0,131,387
4267,2,4.0,1,2,2,2,2,2,2,2,1,1,11.6,0,0,155,463
4268,2,3.0,0,3,2,3,2,2,1,4,2,2,17.6,0,0,88,343
4269,2,3.0,0,2,2,3,2,2,1,2,1,1,5.6,0,0,85,202
4270,2,3.0,0,2,2,3,2,2,1,2,1,1,8.9,0,0,127,384
4271,2,4.0,0,2,2,3,3,2,2,2,1,1,7.3,0,0,171,391
4272,2,4.0,0,2,3,3,3,3,2,2,1,1,11.0,0,0,181,518
4273,2,3.0,1,2,2,2,2,2,1,4,1,1,7.6,0,0,79,241
4274,2,3.0,0,2,2,3,2,2,1,2,1,1,7.5,0,0,86,316
4275,2,4.0,0,2,2,3,2,3,1,2,1,1,8.4,0,0,125,399
4276,2,4.0,0,2,2,3,2,2,1,2,1,1,7.5,0,0,86,272
4277,2,4.0,0,3,2,2,2,2,2,2,1,1,10.7,0,0,110,404
4278,2,4.0,0,2,2,3,2,2,1,4,1,1,8.9,0,0,128,335
4279,2,3.0,0,2,2,2,2,2,1,4,1,1,11.7,0,0,99,365
4280,2,3.0,0,2,2,2,2,3,2,2,1,1,7.7,0,0,103,343
4281,2,4.0,0,2,2,2,2,2,2,2,1,1,11.4,0,0,152,496
4282,2,3.0,0,2,2,3,2,2,1,2,1,1,8.6,0,0,53,222
4283,2,4.0,0,2,2,2,2,2,2,2,1,1,7.0,0,0,174,470
4284,2,2.0,1,2,2,3,2,2,1,2,2,1,9.6,0,0,17,56
4285,2,3.0,0,2,2,3,2,2,1,2,1,1,7.4,0,0,94,319
4286,2,3.0,0,3,2,2,2,2,1,4,1,1,8.1,0,0,117,382
4287,2,4.0,0,3,2,3,3,2,2,2,1,1,8.0,0,0,144,390
4288,2,3.0,1,2,2,3,3,2,1,2,1,1,7.5,0,0,90,307
4289,2,4.0,1,2,2,3,2,2,2,4,1,1,11.1,0,0,123,386
4290,2,4.0,1,2,3,3,2,3,1,2,1,1,8.8,0,0,193,576
4291,2,3.0,0,2,3,2,2,2,1,2,1,1,8.1,0,0,61,218
4292,2,3.0,0,2,2,3,2,2,1,2,1,1,7.6,0,0,65,186
4293,2,4.0,0,2,2,3,2,2,1,3,1,1,12.9,0,0,207,670
4294,2,4.0,0,2,2,3,2,2,1,3,1,1,7.7,0,0,139,442
4295,2,3.0,0,2,2,2,2,2,1,2,1,1,4.6,0,0,124,325
4296,2,3.0,0,2,2,3,2,2,2,2,2,1,13.5,0,0,140,475
4297,2,3.0,0,2,2,3,2,2,2,2,1,1,3.8,0,0,88,453
4298,2,4.0,0,2,2,3,2,2,2,2,1,1,3.5,0,0,113,366
4299,2,3.0,0,3,2,3,2,2,1,2,1,1,8.2,0,0,67,296
4300,2,4.0,0,2,2,3,2,2,1,4,1,1,15.5,0,0,170,772
4301,2,3.0,0,2,2,3,2,2,2,4,1,1,9.9,0,0,167,507
4302,2,3.0,0,2,3,3,2,2,1,2,1,1,4.6,0,0,99,305
4303,2,4.0,0,2,2,3,2,2,1,2,1,1,8.2,0,0,213,631
4304,2,4.0,0,2,2,2,2,2,1,2,1,1,8.2,0,0,106,380
4305,2,4.0,0,2,3,3,2,2,2,2,1,1,10.7,0,0,153,508
4306,2,3.0,0,3,2,3,2,2,1,2,1,1,6.3,0,0,180,537
4307,2,4.0,0,2,2,3,2,2,2,2,1,1,8.7,0,0,109,333
4308,2,4.0,0,2,2,3,3,2,2,3,1,1,9.3,0,0,202,610
4309,2,2.0,0,3,2,3,2,2,1,4,1,1,6.9,0,0,23,69
4310,2,2.0,0,2,2,2,2,2,1,4,1,1,5.4,0,0,66,184
4311,2,3.0,1,2,2,3,3,2,1,2,1,1,7.4,0,0,71,217
4312,2,4.0,0,2,2,3,2,2,1,2,1,1,8.8,0,0,153,448
4313,2,3.0,0,3,2,3,2,2,1,4,1,1,15.3,0,0,129,494
4314,2,3.0,0,2,3,2,3,2,1,2,1,1,9.2,0,0,57,187
4315,2,3.0,0,2,2,3,2,2,1,2,1,1,6.4,0,0,76,285
4316,2,3.0,0,2,2,3,2,2,1,2,1,1,5.3,0,0,102,309
4317,2,3.0,0,2,2,2,2,2,1,4,1,1,9.2,0,0,54,166
4318,2,4.0,0,2,2,3,2,2,2,2,1,1,8.0,0,0,143,402
4319,2,2.0,0,2,2,3,2,2,1,4,1,1,9.1,0,0,37,144
4320,2,2.0,0,2,2,3,2,2,1,1,1,1,9.2,0,0,54,124
4321,2,4.0,1,2,2,2,2,2,1,2,1,1,9.6,0,0,122,462
4322,2,3.0,0,2,2,3,2,2,1,3,1,1,5.6,0,0,81,245
4323,2,3.0,0,2,2,2,2,2,1,2,1,1,9.0,0,0,100,340
4324,2,3.0,0,2,2,3,3,2,1,4,1,1,12.6,0,0,70,219
4325,2,3.0,0,3,2,2,2,3,1,4,1,1,11.8,0,0,230,621
4326,2,4.0,0,2,3,2,2,3,2,3,1,1,12.4,0,0,101,317
4327,2,2.0,0,2,2,2,2,2,1,2,1,1,5.2,0,0,67,236
4328,2,3.0,0,2,2,3,2,2,1,2,1,1,6.6,0,0,106,350
4329,2,4.0,0,2,2,3,3,2,1,2,1,1,8.6,0,0,186,601
4330,2,3.0,0,2,2,3,2,2,1,2,1,1,5.4,0,0,120,434
4331,2,3.0,0,2,2,2,2,2,1,2,1,1,8.1,0,0,67,200
4332,2,4.0,0,2,2,2,2,2,1,2,1,1,5.5,0,0,184,497
4333,2,3.0,0,2,2,3,2,2,1,2,1,1,5.3,0,0,90,232
4334,2,3.0,0,2,2,3,2,2,1,2,1,1,6.5,0,0,64,252
4335,2,2.0,0,2,2,3,2,3,1,2,1,1,6.2,0,0,40,146
4336,2,3.0,0,2,2,3,2,2,1,4,4,4,28.0,0,0,80,356
4337,2,5.0,0,2,2,2,2,2,1,2,1,1,7.6,1,0,143,566
4338,2,3.0,0,3,2,3,3,2,1,3,1,1,9.0,0,0,141,335
4339,2,2.0,0,2,2,3,3,2,1,2,1,1,5.4,0,0,44,181
4340,2,3.0,0,2,2,3,2,2,2,2,1,1,9.0,0,0,70,240
4341,2,3.0,0,2,2,3,2,2,1,4,1,1,9.4,0,0,59,221
4342,2,4.0,1,2,3,2,2,2,1,2,1,1,7.4,0,0,87,337
4343,2,1.0,1,2,2,3,2,2,1,1,2,1,3.3,0,0,19,38
4344,2,4.0,0,2,3,2,2,3,1,2,1,1,8.0,0,0,182,574
4345,2,4.0,0,2,2,3,2,2,1,2,1,1,9.3,0,0,172,497
4346,2,3.0,0,3,2,3,2,2,1,2,1,1,11.1,0,0,71,238
4347,2,3.0,0,3,2,3,2,2,1,2,1,1,7.7,0,0,51,164
4348,2,3.0,0,2,2,3,2,2,1,2,1,1,8.5,0,0,95,310
4349,2,3.0,0,2,2,2,2,2,2,2,1,1,8.6,0,0,103,305
4350,2,4.0,0,2,2,2,3,3,2,2,1,1,8.6,0,0,156,530
4351,2,5.0,0,2,2,2,2,2,1,2,1,1,9.3,1,0,215,618
4352,2,4.0,0,2,2,3,3,3,1,2,1,1,8.2,0,0,134,390
4353,2,2.0,1,2,2,3,2,2,1,4,4,4,36.6,0,0,30,82
4354,2,3.0,1,3,2,3,2,2,1,2,1,1,6.9,0,0,108,316
4355,2,6.0,0,3,2,3,2,2,1,2,1,1,12.5,1,0,206,657
4356,2,2.0,0,2,2,3,2,2,1,2,1,1,2.3,0,0,29,117
4357,2,3.0,0,2,2,3,2,2,1,4,1,1,15.4,0,0,75,193
4358,2,4.0,0,2,2,3,2,2,1,2,1,1,10.6,0,0,145,430
4359,2,3.0,0,2,2,2,2,3,1,2,1,1,7.8,0,0,141,395
4360,2,3.0,0,2,2,3,2,3,2,4,1,1,11.5,0,0,80,211
4361,2,4.0,0,3,2,3,2,3,1,1,2,1,5.6,0,0,140,472
4362,2,2.0,0,2,2,3,2,2,1,2,1,1,5.2,0,0,45,122
4363,2,3.0,0,3,2,3,2,2,1,2,1,1,10.0,0,0,143,413
4364,2,2.0,0,2,3,3,2,2,2,2,1,1,10.7,0,0,63,201
4365,2,4.0,0,2,2,2,2,2,2,2,1,1,8.5,0,0,225,531
4366,2,4.0,0,2,2,2,2,3,2,2,1,1,6.9,0,0,103,374
4367,2,4.0,0,3,2,3,3,2,1,2,1,1,8.5,0,0,138,469
4368,2,3.0,0,2,3,3,2,2,1,2,1,1,10.3,0,0,98,257
4369,2,1.0,0,2,2,3,3,2,2,2,2,1,16.0,0,0,59,193
4370,2,4.0,0,2,2,3,2,3,1,2,1,1,6.0,0,0,217,610
4371,2,4.0,0,2,2,3,2,2,1,2,1,1,6.4,0,0,144,522
4372,2,4.0,0,2,2,2,2,2,2,2,1,1,8.9,0,0,98,285
4373,2,4.0,0,2,2,3,2,2,2,4,1,1,14.5,0,0,103,309
4374,2,1.0,0,2,2,3,2,2,1,4,1,1,7.4,0,0,22,53
4375,2,4.0,0,3,2,2,2,2,1,3,1,1,11.5,0,0,133,446
4376,2,3.0,0,2,2,3,3,2,1,2,1,1,8.3,0,0,106,345
4377,2,4.0,0,3,2,2,2,2,1,4,1,1,11.7,0,0,158,461
4378,2,3.0,0,2,2,3,2,2,2,4,1,1,5.7,0,0,173,479
4379,2,4.0,0,2,2,2,3,2,1,4,1,1,11.5,0,0,181,616
4380,2,3.0,0,3,2,3,2,3,2,3,1,1,9.3,0,0,151,433
4381,2,3.0,0,3,2,3,2,2,1,2,1,1,7.1,0,0,165,451
4382,2,2.0,0,2,2,3,2,2,1,4,1,1,7.9,0,0,20,46
4383,2,3.0,1,2,2,2,2,2,1,4,1,1,8.7,0,0,46,161
4384,2,4.0,0,2,2,3,2,2,2,2,1,1,8.0,0,0,118,423
4385,2,4.0,0,2,2,2,2,2,1,2,1,1,11.4,0,0,107,356
4386,2,3.0,0,2,2,3,2,2,1,4,1,1,8.2,0,0,132,533
4387,2,3.0,0,2,2,3,2,2,1,1,1,1,5.4,0,0,47,197
4388,2,4.0,0,2,2,3,2,2,1,2,1,1,8.3,0,0,155,567
4389,2,4.0,1,2,2,2,3,3,1,3,1,1,8.8,0,0,135,356
4390,2,4.0,0,2,2,3,2,2,2,2,1,1,9.2,0,0,85,348
4391,2,3.0,0,2,2,2,2,2,2,2,1,1,5.6,0,0,111,378
4392,2,5.0,0,3,3,2,2,2,1,2,1,1,7.6,1,0,216,835
4393,2,3.0,1,2,2,3,2,3,1,2,1,1,7.1,0,0,150,553
4394,2,4.0,1,2,2,3,3,2,2,4,1,1,9.9,0,0,120,378
4395,2,3.0,0,2,2,3,2,2,2,2,1,1,7.0,0,0,93,264
4396,2,4.0,0,3,3,3,2,2,2,2,1,1,9.4,0,0,69,259
4397,2,3.0,0,2,3,2,2,3,1,2,1,1,9.7,0,0,125,380
4398,2,4.0,0,2,2,3,3,2,2,3,1,1,9.3,0,0,222,671
4399,2,3.0,0,2,2,3,2,2,1,4,1,1,8.1,0,0,103,316
4400,2,4.0,0,2,2,3,2,2,1,2,1,1,9.5,0,0,60,231
4401,2,5.0,0,3,2,2,2,2,1,4,1,1,10.2,1,0,235,817
4402,2,3.0,0,2,2,2,2,2,1,4,2,2,7.7,0,0,81,320
4403,2,4.0,0,2,2,2,2,2,1,2,1,1,8.3,0,0,131,392
4404,2,4.0,0,2,2,3,3,2,1,2,1,1,6.7,0,0,139,453
4405,2,4.0,0,3,2,3,2,2,1,2,1,1,9.4,0,0,115,295
4406,2,4.0,0,2,2,3,2,2,2,3,1,1,10.4,0,0,138,407
4407,2,3.0,0,2,2,2,2,2,1,2,1,1,9.8,0,0,136,370
4408,2,3.0,0,2,2,2,2,2,1,2,1,1,8.6,0,0,89,250
4409,2,3.0,0,2,2,2,2,2,2,2,1,1,7.7,0,0,113,376
4410,2,4.0,0,2,2,3,3,2,1,4,1,1,10.9,0,0,183,605
4411,2,4.0,0,2,2,2,2,2,1,3,1,1,12.2,0,0,130,369
4412,2,5.0,0,2,3,2,2,2,1,2,1,1,9.7,1,0,76,278
4413,2,4.0,0,2,2,2,2,2,1,2,1,1,9.2,0,0,124,403
4414,2,4.0,0,3,2,2,2,2,1,2,1,1,9.2,0,0,205,554
4415,2,4.0,0,2,2,3,2,2,1,2,1,1,6.3,0,0,171,422
4416,2,3.0,0,2,2,2,2,2,2,2,1,1,6.5,0,0,114,415
4417,2,5.0,1,2,2,3,2,2,1,4,1,1,12.6,1,0,335,1032
4418,2,3.0,1,3,2,2,2,2,1,2,1,1,7.6,0,0,102,317
4419,2,5.0,0,3,2,2,2,3,1,2,1,1,9.2,1,0,219,724
4420,2,5.0,0,2,2,2,2,2,2,2,1,1,11.5,1,0,180,532
4421,2,4.0,0,2,2,3,2,3,2,2,1,1,7.2,0,0,143,436
4422,2,4.0,0,2,2,2,2,2,2,4,1,1,10.4,0,0,110,359
4423,2,2.0,0,2,2,3,2,2,1,4,1,1,12.7,0,0,102,255
4424,2,2.0,0,2,2,2,2,2,1,2,1,1,3.7,0,0,28,91
4425,2,4.0,1,2,2,2,2,2,1,2,1,1,7.9,0,0,125,487
4426,2,3.0,0,2,2,2,3,2,1,3,1,1,8.6,0,0,106,476
4427,2,3.0,0,2,2,3,2,2,2,2,1,1,8.0,0,0,148,426
4428,2,4.0,0,3,3,3,3,3,1,4,1,1,10.8,0,0,189,559
4429,2,4.0,0,2,2,3,2,2,2,2,1,1,7.5,0,0,178,581
4430,2,4.0,0,2,2,3,2,3,1,2,1,1,8.5,0,0,237,760
4431,2,3.0,0,3,2,3,2,2,2,4,1,1,8.6,0,0,79,231
